Row.names	baseMean.x	log2FoldChange.x	lfcSE.x	pvalue.x	padj.x	baseMean.y	log2FoldChange.y	lfcSE.y	pvalue.y	padj.y
CCNA2	CCNA2	1552.19017792073	-2.44006243564559	0.108567114710674	8.16050316549268e-113	1.68851011123e-110	1552.19017792073	0.166958854784359	0.0924464653632006	0.0470331439077172	0.183249690546907
DEPDC1	DEPDC1	1384.90547864801	-2.36624853702376	0.105795409789324	4.86593594759737e-112	9.94393058525669e-110	1384.90547864801	0.107161604189073	0.0870980917068989	0.17391089822897	0.42634546408196
DNMT1	DNMT1	2808.09409796814	-1.6657807709579	0.0746017116377874	1.93252594919534e-111	3.90111000451591e-109	2808.09409796814	-0.0201862249922978	0.0665115929446319	0.744177990388273	0.895046960871965
CDC6	CDC6	974.281331547283	-2.62517942584628	0.117634583724498	2.13477298220732e-111	4.25745749090093e-109	974.281331547283	-0.00203769333465488	0.0888278960264169	0.978647766043428	0.991484876683752
NCAPD2	NCAPD2	5205.87087609729	-1.3286865295224	0.0595061367412255	2.80664939942242e-111	5.53076994150468e-109	5205.87087609729	-0.141022302901167	0.0564342472598663	0.00957545610530284	0.058329407311993
LIF	LIF	916.961501076662	-3.33190081610675	0.151021886672723	6.4208644191514e-109	1.25040669094368e-106	916.961501076662	0.422188927963916	0.117890148962949	6.34039695873823e-05	0.000952992591664009
RACGAP1	RACGAP1	2021.12091638998	-1.83074037662358	0.0840047729455548	2.4732508093725e-106	4.76043263343523e-104	2021.12091638998	-0.0382412697738209	0.0729606079329871	0.575466927160446	0.799020979662176
CDT1	CDT1	1061.0908876478	-2.50366600387054	0.11504851271881	4.26032822180266e-106	8.10588655810338e-104	1061.0908876478	-0.121122242259369	0.0933294128095367	0.146989619687376	0.384030998304582
HJURP	HJURP	889.848932491026	-2.81127648656722	0.129942674147257	8.82003148187433e-105	1.65906796726666e-102	889.848932491026	0.115099169606009	0.0980427939661744	0.185205121883289	0.442231797328681
CDCP1	CDCP1	4792.96105363703	-1.59635339417248	0.0741650563910827	1.01554603720005e-104	1.88880152289578e-102	4792.96105363703	0.354545956423163	0.0711751914328966	2.21107335596075e-07	6.04469037609232e-06
NSD2	NSD2	3098.16788516057	-1.48788745043535	0.0688652426664595	1.56022376253966e-104	2.86959821570211e-102	3098.16788516057	0.144288207316807	0.0631390001075526	0.0165084334687807	0.0871065754560349
CLU	CLU	1639.50242712394	1.79984982432145	0.0834768446176527	3.84799875477283e-104	6.99955202063238e-102	1639.50242712394	-0.772280265686366	0.0935863122306554	1.37152750083279e-17	1.2599311638085e-15
FOSL1	FOSL1	1108.76540977976	-3.55048422915867	0.165421500050377	5.59324573219243e-103	1.0063586587498e-100	1108.76540977976	1.79953503925481	0.0996287671666666	3.86939098752981e-74	2.28913170822263e-71
KNL1	KNL1	1270.41437648789	-2.19769699292254	0.102797709105093	1.7040114401673e-102	3.03295713646122e-100	1270.41437648789	0.261840656259	0.0881618370818536	0.00119475941656528	0.0115644579653144
RFC5	RFC5	994.382248880276	-2.35189590455539	0.11023938480137	3.46091009005631e-102	6.09451539581937e-100	994.382248880276	-0.108368584327188	0.0888895288168972	0.177357870806501	0.431332427549396
TCOF1	TCOF1	1638.89068277605	-1.83633601167141	0.0864942086148387	4.7002563508914e-101	8.18982561855846e-99	1638.89068277605	0.159541136256794	0.0753619149020326	0.0230206822058338	0.110293453133878
ITGB8	ITGB8	370.770159030395	4.026613659716	0.19026427565896	2.00155834023177e-100	3.45122866727671e-98	370.770159030395	0.39960243495292	0.231331909625467	0.0114831638303416	0.0668250913234171
ESPL1	ESPL1	1160.72832826198	-2.23006440203866	0.105894271493508	1.53198806715929e-99	2.61432973976162e-97	1160.72832826198	0.102964256498092	0.0862647853939683	0.192257252492799	0.451915029510661
YARS1	YARS1	2757.68915980297	-2.20978169388073	0.104956454282704	1.55018802454086e-99	2.61839411941069e-97	2757.68915980297	0.169113587882937	0.0949959041438222	0.0464773608830457	0.181851896153504
HMMR	HMMR	1698.72193744247	-2.08906870371596	0.099496476811557	6.1126573709135e-99	1.02204866121951e-96	1698.72193744247	0.00408082202704562	0.0836254803480089	0.960029644913045	0.986441465073221
TSC22D1	TSC22D1	3671.26327045141	-1.36086255084184	0.0649080288449807	1.63357400433904e-98	2.70405504938241e-96	3671.26327045141	-0.695488487342847	0.0636917878681508	6.81012561449789e-29	1.15772135446464e-26
BMF	BMF	302.391995433556	4.5642925622964	0.21757903100911	1.79750146941909e-98	2.94594473497963e-96	302.391995433556	0.0785708566256698	0.177440117745897	0.466354443075619	0.725911175748785
TP53INP1	TP53INP1	731.721411283058	2.36466094799017	0.113626018716723	2.88468472547071e-97	4.68139080987418e-95	731.721411283058	-0.375023311107865	0.132061195411562	0.000937656495858211	0.00944682532271317
KIF22	KIF22	1361.80843764922	-1.93669132313419	0.093228824576316	6.42190441153086e-97	1.03205615266088e-94	1361.80843764922	-0.107290609447621	0.0797886598410001	0.145089557003068	0.380676698257118
BUB1B	BUB1B	1464.48085763537	-2.10999740311595	0.102037936018653	3.66459261127253e-96	5.83269245138405e-94	1464.48085763537	0.236556602441879	0.089653317002122	0.00369541657781694	0.0282480867907956
SLC20A1	SLC20A1	1666.85808446421	-1.96953608617079	0.0952509339180844	4.66726306199022e-96	7.35782909191658e-94	1666.85808446421	-0.959180334276393	0.0916465995705993	8.99364231999696e-27	1.44582575992125e-24
NCAPD3	NCAPD3	1382.6920516815	-2.11134756690408	0.102480818946933	2.46110140142206e-95	3.84326523563579e-93	1382.6920516815	0.00686915210609124	0.0844750280959604	0.932992392786366	0.977311539972952
BRCA1	BRCA1	881.704925576706	-2.37666316670524	0.115387873936306	3.87529110030124e-95	5.99511154983985e-93	881.704925576706	0.104073187298433	0.0897257209937924	0.200116518857561	0.462023620653033
SSH1	SSH1	1652.62658529703	-1.86911741093399	0.0911718596873784	1.77643817539466e-94	2.72272047382479e-92	1652.62658529703	-0.0216421044573297	0.0777003734307287	0.764680767447854	0.904625543957268
KIF20A	KIF20A	1303.606237908	-1.99356917744274	0.0977086083676299	1.3428601738514e-93	2.03929949153782e-91	1303.606237908	-0.133008227612256	0.0841718113797516	0.0818473205441282	0.264248389183073
KNTC1	KNTC1	1099.65586189979	-2.20189613998024	0.10794606467034	1.36499910729166e-93	2.05407547481808e-91	1099.65586189979	0.065838400148949	0.0868481709782297	0.403475160778244	0.673562567564512
SLC38A2	SLC38A2	18317.159518254	-1.0716561100712	0.0524535005882278	1.60584168948363e-93	2.39472950324527e-91	18317.159518254	0.187469070739127	0.0513210930118835	0.000160520867574094	0.00212352739840863
ANGPTL4	ANGPTL4	666.389060665812	-3.47165238125793	0.170277618119445	2.05076149643386e-93	3.03091562950622e-91	666.389060665812	0.0371474100706576	0.11161235433422	0.700755832514123	0.87273041063944
RNF213	RNF213	2877.67119723956	1.52404578778497	0.0749076651563444	5.8758478076513e-93	8.60733705841168e-91	2877.67119723956	0.554038111871494	0.0769331825349869	7.8826173180887e-14	5.34810295302429e-12
IFIT1	IFIT1	440.14275609747	3.34071059967179	0.164939301592465	2.99158858856527e-92	4.34383911460709e-90	440.14275609747	-1.42658815824547	0.235520679721908	9.71215533844228e-11	4.67891783242871e-09
RANBP1	RANBP1	2394.11187227276	-1.47717086743393	0.0729912977123948	3.51675122368646e-92	5.06198113092886e-90	2394.11187227276	0.0288564801844595	0.0650072874642578	0.6414515706889	0.84066807453834
FANCA	FANCA	823.916214633322	-2.42680340863481	0.120083214871532	6.38616747108733e-92	9.1129508749059e-90	823.916214633322	-0.0480224732393879	0.0918120203496103	0.561183142724037	0.790692453166477
UNC13A	UNC13A	809.419146312977	-2.43481552435847	0.120619366980665	1.04367534631826e-91	1.47657760748771e-89	809.419146312977	-0.0419641408957038	0.0917108487088942	0.611537430755606	0.822047961843363
MELK	MELK	1052.07135435126	-2.16451599623523	0.107315281728922	1.69055187244223e-91	2.37150043597764e-89	1052.07135435126	0.186517941152087	0.0893706146556599	0.0213458092189271	0.104563565785305
KIF14	KIF14	973.124843185645	-2.20988577898149	0.110159298103693	1.60472770653132e-90	2.23218972489185e-88	973.124843185645	0.108880775422247	0.0883766565315113	0.175009282203033	0.427952001903528
RGS2	RGS2	615.840883980013	2.4448300521586	0.121943833352729	1.74222234114327e-90	2.40325053441205e-88	615.840883980013	-0.15455829025148	0.126357767315507	0.13387601320844	0.36087424387077
LAMB2	LAMB2	1816.10323166059	1.75163132289935	0.0873969611633161	2.2157565347725e-90	3.03119156364373e-88	1816.10323166059	-0.26693939226885	0.0921748936543259	0.00143357326401431	0.0133770022553764
MTUS1	MTUS1	3345.16377178454	1.33667488609451	0.0666935760514819	5.10335231402703e-90	6.92424515197455e-88	3345.16377178454	-0.418503452247613	0.0703422913279541	5.39420155146989e-10	2.33275558322338e-08
NUSAP1	NUSAP1	1897.13857634512	-1.92800315273677	0.0965510311513751	8.9643952467577e-90	1.20640353267951e-87	1897.13857634512	0.190078180882112	0.0866506969059284	0.0162377119499135	0.0860464922032322
CDCA5	CDCA5	815.982833440298	-2.67540751916041	0.134133129778301	1.37270803296795e-89	1.83245452175149e-87	815.982833440298	0.136882724060405	0.103365639209117	0.129704742237992	0.354441937056981
SKA1	SKA1	559.545709876058	-3.2857705093993	0.164768981353754	1.95599654361266e-89	2.59020886291363e-87	559.545709876058	0.168033544729967	0.111066551215178	0.0782817623378698	0.257497075291396
LMNB1	LMNB1	1836.93209133447	-1.76906474699232	0.0889067196688256	4.96406540239641e-89	6.52144242903713e-87	1836.93209133447	-0.173697116232856	0.0807847216430455	0.0196050004034241	0.0981048375269793
PBK	PBK	1402.88577912477	-1.96277395238875	0.098825891554399	7.92749969416982e-89	1.03325907431176e-86	1402.88577912477	0.105120329681886	0.0839008993852582	0.171781396640992	0.42330004270581
NDC80	NDC80	770.242684137082	-2.50919836395132	0.127690445914257	4.44541178941498e-87	5.7488204179833e-85	770.242684137082	0.00499035055307491	0.0951329804803886	0.959715812140975	0.986375790258609
FTH1	FTH1	31191.3065116236	1.19701017433358	0.0610591304750485	2.29053047836859e-86	2.93915899290196e-84	31191.3065116236	-0.418035767327873	0.0616414964567747	2.41000140809256e-12	1.4314827640839e-10
CKAP2L	CKAP2L	701.217014685497	-2.61657664442052	0.133759262440385	2.92836248120744e-86	3.72870647318668e-84	701.217014685497	0.214825400096946	0.103528283700767	0.0184201406726482	0.0937810260063567
SHCBP1	SHCBP1	690.250318932641	-2.62606559915329	0.134331723269071	3.71949145598347e-86	4.69990397487743e-84	690.250318932641	-0.00281296380145525	0.097319173736832	0.973806759506972	0.990420086665359
SPAG5	SPAG5	1174.53564097613	-1.89758927528581	0.0972020322436729	6.0064671978103e-86	7.53220087313287e-84	1174.53564097613	0.0487516865158266	0.0802012254743091	0.51304222866184	0.756746241339246
HSPG2	HSPG2	1631.07624446348	1.70144665262991	0.0874447049206078	2.27884898429006e-85	2.8362246042822e-83	1631.07624446348	0.384458192284556	0.091280622455705	5.57106196242382e-06	0.000113181327505836
AURKB	AURKB	799.786135349236	-2.5464161429998	0.130914177930892	2.35391090993274e-85	2.90778263374004e-83	799.786135349236	0.141501056622723	0.101998054535841	0.113816768696062	0.32559961489647
TTK	TTK	1074.97206943795	-2.22172907823282	0.114276601137485	3.06253594942968e-85	3.75512278303033e-83	1074.97206943795	0.296009204573786	0.0986438164662082	0.000874768349018053	0.00895971182962396
KRT80	KRT80	369.445014953953	3.31800923601127	0.171110199958463	6.20671818703103e-85	7.55439751102388e-83	369.445014953953	-0.0221059951934823	0.146180928688879	0.834944021172884	0.935403598924337
