baseMean	log2FoldChange	lfcSE	pvalue	padj
NCAPG2	1656.57781535194	-2.04465652265638	0.0875898069897806	1.38703246422014e-121	3.27993548289086e-119
MCM5	1698.9976962135	-2.03669505539472	0.0884317726024583	1.98766617423694e-118	4.63406171579494e-116
PLK1	1649.06023357184	-2.15745976275663	0.094051822975202	1.55698076086925e-117	3.57954201870398e-115
KIFC1	1079.68953411002	-2.46032558378373	0.107630036274061	9.60510484062824e-117	2.17799041680711e-114
UBALD2	969.632384526408	-2.65949511878202	0.116408709729696	1.25649846901449e-116	2.81065123751308e-114
RRM1	1997.95660219912	-1.83780958342247	0.0806524543973343	5.85786734167744e-116	1.29287037475716e-113
PFKP	4369.05325042644	-1.53163042118402	0.0672221886720143	7.27776224845346e-116	1.58511576971908e-113
SAMD11	391.821822756212	4.28761147047938	0.188876091385225	3.53467554387646e-115	7.59863432179052e-113
SEMA3C	1644.31383309143	2.09502050592776	0.0923013715837005	4.4319765556741e-115	9.40544973411197e-113
NCAPH	960.888983857378	-2.64149999600746	0.117454736273343	4.56438086212102e-113	9.563822330467e-111
CCNA2	1552.19017792073	-2.44006243564559	0.108567114710674	8.16050316549268e-113	1.68851011123e-110
DEPDC1	1384.90547864801	-2.36624853702376	0.105795409789324	4.86593594759737e-112	9.94393058525669e-110
DNMT1	2808.09409796814	-1.6657807709579	0.0746017116377874	1.93252594919534e-111	3.90111000451591e-109
CDC6	974.281331547283	-2.62517942584628	0.117634583724498	2.13477298220732e-111	4.25745749090093e-109
NCAPD2	5205.87087609729	-1.3286865295224	0.0595061367412255	2.80664939942242e-111	5.53076994150468e-109
LIF	916.961501076662	-3.33190081610675	0.151021886672723	6.4208644191514e-109	1.25040669094368e-106
RACGAP1	2021.12091638998	-1.83074037662358	0.0840047729455548	2.4732508093725e-106	4.76043263343523e-104
CDT1	1061.0908876478	-2.50366600387054	0.11504851271881	4.26032822180266e-106	8.10588655810338e-104
HJURP	889.848932491026	-2.81127648656722	0.129942674147257	8.82003148187433e-105	1.65906796726666e-102
CDCP1	4792.96105363703	-1.59635339417248	0.0741650563910827	1.01554603720005e-104	1.88880152289578e-102
NSD2	3098.16788516057	-1.48788745043535	0.0688652426664595	1.56022376253966e-104	2.86959821570211e-102
CLU	1639.50242712394	1.79984982432145	0.0834768446176527	3.84799875477283e-104	6.99955202063238e-102
FOSL1	1108.76540977976	-3.55048422915867	0.165421500050377	5.59324573219243e-103	1.0063586587498e-100
KNL1	1270.41437648789	-2.19769699292254	0.102797709105093	1.7040114401673e-102	3.03295713646122e-100
RFC5	994.382248880276	-2.35189590455539	0.11023938480137	3.46091009005631e-102	6.09451539581937e-100
TCOF1	1638.89068277605	-1.83633601167141	0.0864942086148387	4.7002563508914e-101	8.18982561855846e-99
ITGB8	370.770159030395	4.026613659716	0.19026427565896	2.00155834023177e-100	3.45122866727671e-98
ESPL1	1160.72832826198	-2.23006440203866	0.105894271493508	1.53198806715929e-99	2.61432973976162e-97
YARS1	2757.68915980297	-2.20978169388073	0.104956454282704	1.55018802454086e-99	2.61839411941069e-97
HMMR	1698.72193744247	-2.08906870371596	0.099496476811557	6.1126573709135e-99	1.02204866121951e-96
TSC22D1	3671.26327045141	-1.36086255084184	0.0649080288449807	1.63357400433904e-98	2.70405504938241e-96
BMF	302.391995433556	4.5642925622964	0.21757903100911	1.79750146941909e-98	2.94594473497963e-96
TP53INP1	731.721411283058	2.36466094799017	0.113626018716723	2.88468472547071e-97	4.68139080987418e-95
KIF22	1361.80843764922	-1.93669132313419	0.093228824576316	6.42190441153086e-97	1.03205615266088e-94
BUB1B	1464.48085763537	-2.10999740311595	0.102037936018653	3.66459261127253e-96	5.83269245138405e-94
SLC20A1	1666.85808446421	-1.96953608617079	0.0952509339180844	4.66726306199022e-96	7.35782909191658e-94
NCAPD3	1382.6920516815	-2.11134756690408	0.102480818946933	2.46110140142206e-95	3.84326523563579e-93
BRCA1	881.704925576706	-2.37666316670524	0.115387873936306	3.87529110030124e-95	5.99511154983985e-93
SSH1	1652.62658529703	-1.86911741093399	0.0911718596873784	1.77643817539466e-94	2.72272047382479e-92
KIF20A	1303.606237908	-1.99356917744274	0.0977086083676299	1.3428601738514e-93	2.03929949153782e-91
KNTC1	1099.65586189979	-2.20189613998024	0.10794606467034	1.36499910729166e-93	2.05407547481808e-91
SLC38A2	18317.159518254	-1.0716561100712	0.0524535005882278	1.60584168948363e-93	2.39472950324527e-91
ANGPTL4	666.389060665812	-3.47165238125793	0.170277618119445	2.05076149643386e-93	3.03091562950622e-91
RNF213	2877.67119723956	1.52404578778497	0.0749076651563444	5.8758478076513e-93	8.60733705841168e-91
IFIT1	440.14275609747	3.34071059967179	0.164939301592465	2.99158858856527e-92	4.34383911460709e-90
RANBP1	2394.11187227276	-1.47717086743393	0.0729912977123948	3.51675122368646e-92	5.06198113092886e-90
FANCA	823.916214633322	-2.42680340863481	0.120083214871532	6.38616747108733e-92	9.1129508749059e-90
UNC13A	809.419146312977	-2.43481552435847	0.120619366980665	1.04367534631826e-91	1.47657760748771e-89
MELK	1052.07135435126	-2.16451599623523	0.107315281728922	1.69055187244223e-91	2.37150043597764e-89
KIF14	973.124843185645	-2.20988577898149	0.110159298103693	1.60472770653132e-90	2.23218972489185e-88
RGS2	615.840883980013	2.4448300521586	0.121943833352729	1.74222234114327e-90	2.40325053441205e-88
LAMB2	1816.10323166059	1.75163132289935	0.0873969611633161	2.2157565347725e-90	3.03119156364373e-88
MTUS1	3345.16377178454	1.33667488609451	0.0666935760514819	5.10335231402703e-90	6.92424515197455e-88
NUSAP1	1897.13857634512	-1.92800315273677	0.0965510311513751	8.9643952467577e-90	1.20640353267951e-87
CDCA5	815.982833440298	-2.67540751916041	0.134133129778301	1.37270803296795e-89	1.83245452175149e-87
SKA1	559.545709876058	-3.2857705093993	0.164768981353754	1.95599654361266e-89	2.59020886291363e-87
LMNB1	1836.93209133447	-1.76906474699232	0.0889067196688256	4.96406540239641e-89	6.52144242903713e-87
PBK	1402.88577912477	-1.96277395238875	0.098825891554399	7.92749969416982e-89	1.03325907431176e-86
NDC80	770.242684137082	-2.50919836395132	0.127690445914257	4.44541178941498e-87	5.7488204179833e-85
FTH1	31191.3065116236	1.19701017433358	0.0610591304750485	2.29053047836859e-86	2.93915899290196e-84
CKAP2L	701.217014685497	-2.61657664442052	0.133759262440385	2.92836248120744e-86	3.72870647318668e-84
SHCBP1	690.250318932641	-2.62606559915329	0.134331723269071	3.71949145598347e-86	4.69990397487743e-84
SPAG5	1174.53564097613	-1.89758927528581	0.0972020322436729	6.0064671978103e-86	7.53220087313287e-84
HSPG2	1631.07624446348	1.70144665262991	0.0874447049206078	2.27884898429006e-85	2.8362246042822e-83
AURKB	799.786135349236	-2.5464161429998	0.130914177930892	2.35391090993274e-85	2.90778263374004e-83
TTK	1074.97206943795	-2.22172907823282	0.114276601137485	3.06253594942968e-85	3.75512278303033e-83
KRT80	369.445014953953	3.31800923601127	0.171110199958463	6.20671818703103e-85	7.55439751102388e-83
PHLDA2	1290.51371914778	-1.93312737749969	0.0997600622495756	1.0660693538569e-84	1.28807635141557e-82
ENO2	1739.47039011432	-2.00582516374235	0.10357125522541	1.21925670156774e-84	1.46248957833702e-82
SSRP1	4940.35675327461	-1.20416973862642	0.0621248649787327	1.61304586370861e-84	1.92091713539343e-82
CDCA2	823.989079253119	-2.27824299958007	0.117775277150653	2.04168045132189e-84	2.41399546505224e-82
CEP55	1356.9794112538	-2.09203262766113	0.108212066121417	2.46016388547488e-84	2.88816260966423e-82
DIAPH3	873.974291599328	-2.27556684124348	0.117703703162399	2.51202201157272e-84	2.92827467306784e-82
SPRED2	947.827527816225	-2.39582995096929	0.123965413843951	2.53787965897192e-84	2.93772881083652e-82
ETV4	440.7199825216	-5.15531128349289	0.266011450468734	5.43892789910083e-84	6.25212316068167e-82
ASF1B	809.800621738848	-2.23274337156481	0.115769526310257	5.86316026571522e-84	6.69330288816441e-82
LGALS3BP	4483.45989649153	1.27746279157977	0.0661383653130552	5.98962769266191e-84	6.79084295867346e-82
TMPO	3308.96985799065	-1.68011068493602	0.0872520082202475	1.26181547966506e-83	1.42087290033304e-81
FAM3C	4880.69626705148	-1.65430743596505	0.086650966539153	2.95151508218484e-82	3.30111007806795e-80
SAMD9	809.047389094871	2.20434516819941	0.11571497785703	5.06747660979383e-82	5.62966042428975e-80
UHRF1	1336.88008932104	-1.89254464895881	0.0994311776574682	8.26113696663887e-82	9.11644001391822e-80
NEK2	949.236259778724	-2.07945227633337	0.109494029954702	1.74613462300434e-81	1.91415671619807e-79
CCNF	939.894375750479	-2.06484662170991	0.10917374531899	6.66244723261285e-81	7.25549270009477e-79
STIL	835.113019049908	-2.23001105242054	0.117926351240579	7.38174037138845e-81	7.9862711351368e-79
LDHA	21522.7538326002	-1.38994738660464	0.0734378140209148	8.36622616387695e-81	8.99260660328929e-79
KIF18B	645.986306978212	-2.56704362952325	0.136422756132394	4.74695215738601e-80	5.06943864911036e-78
CD44	5600.63711036398	-1.1746913517527	0.0623324909889665	4.8016893408505e-80	5.09502331148066e-78
THBS1	385.60136396622	2.98476113710878	0.159460048298603	2.70838072288556e-79	2.85553032521813e-77
WDR76	542.216532039832	-2.8990677007693	0.15531839502512	9.28090418419981e-79	9.7232156304468e-77
GPSM2	1250.67946303991	-1.94216592711258	0.103919262823326	1.1132954518219e-78	1.15901758578666e-76
RTEL1-TNFRSF6B	1250.61418342182	-1.87488604982756	0.100819438258401	3.11385932813904e-78	3.22148209116785e-76
CDCA8	764.963795182653	-2.24996322119747	0.121163196929687	4.51754324620825e-78	4.64465176114815e-76
AC087721.2	2185.92341495036	-1.63251092661963	0.0880717971967565	1.1223327816879e-77	1.14678855156048e-75
TK1	2839.81907328979	-1.30781200829536	0.0705620376797541	1.40309470111001e-77	1.42487279677754e-75
PARP14	930.722903795294	1.93429034125667	0.104531308274236	1.6678661785959e-77	1.68342614965231e-75
SLC2A1	2622.8832019215	-1.48380798298437	0.0804452713329742	6.44681463840284e-77	6.46752258845347e-75
KANK2	1161.66197033467	1.66879969246663	0.0906239318470688	1.02619368107644e-76	1.02328819294327e-74
CENPE	1198.21832496458	-1.85350014151312	0.100663300270997	1.09182712856854e-76	1.08221643468234e-74
NUF2	712.427936371367	-2.42775730075513	0.132043159172792	1.50009805663862e-76	1.47804304354399e-74
RAD21	8414.57516173653	-1.02917835871663	0.0558451857370416	1.57056623216304e-76	1.53831851130147e-74
ALYREF	2426.62696659527	-1.352408842881	0.0735038840130961	1.71293349697927e-76	1.6678934220881e-74
YAP1	1525.63643974193	-1.74545795229909	0.0948835804468549	2.29710691293007e-76	2.22362635846383e-74
EIF5A	10092.9348363719	-1.05736030607723	0.0574833125484523	2.80516795245964e-76	2.69964797192235e-74
TNFRSF6B	736.497184577385	-2.43426940098456	0.132855253167265	4.51926863009958e-76	4.32413026786349e-74
HS3ST1	850.149761722477	-2.04049391361588	0.111377674894624	4.97780966467836e-76	4.73549904479431e-74
MT-RNR2	200147.751390632	0.862489236947978	0.0469535378962849	6.51257970734422e-76	6.16015610832394e-74
NR3C1	886.605014114227	1.88791590128777	0.103746234157421	4.76727785236673e-75	4.48367899376286e-73
CHAF1A	594.034838708485	-2.61084210859227	0.144037081926791	1.79179877786103e-74	1.67568616779286e-72
KIF11	1292.80358520152	-1.96032560313505	0.10834202402011	2.91555012398946e-74	2.71129782035941e-72
TACC3	1208.8088053758	-1.71832911149792	0.0949226480009455	3.05611432415149e-74	2.82613745294299e-72
UBE2T	630.921036083498	-2.44420693985042	0.135222090259128	4.72879685527869e-74	4.34865413030156e-72
FANCD2	854.323498164185	-2.01525622421251	0.111569707508915	5.51223310734306e-74	5.04110467546131e-72
DLGAP5	1514.63917195933	-1.85458730432979	0.103085333956217	2.15483848318318e-73	1.95983744022699e-71
RFC4	541.259514380344	-2.77357881337915	0.154304239529112	2.90394902314025e-73	2.62672503716069e-71
AURKA	1014.12860584662	-1.95859978543699	0.109187738461754	5.0374288957047e-73	4.53176959296738e-71
MT-CYB	35862.791259112	1.18877889007249	0.0661978699859315	5.46492767190209e-73	4.88978095962137e-71
PHC2	1518.29544940455	-1.71603410802717	0.0959615621187921	1.57952896776106e-72	1.4056958603951e-70
LONP1	2523.04962487467	-1.3486329746215	0.075377062071405	1.80528646537e-72	1.59801640969356e-70
KIF4A	962.232581942781	-1.91347497597833	0.107159153504795	2.29180952898561e-72	2.01788952836696e-70
MCM10	462.250860132161	-3.15350137803805	0.176453485755362	2.52955809840533e-72	2.21543784142346e-70
UBA2	2389.42358449613	-1.42424919501801	0.0796837374023386	2.76930074783642e-72	2.41264396204928e-70
INCENP	1027.41561522777	-1.90056156633811	0.106493555516711	2.8109555886295e-72	2.43611245332901e-70
TIAM1	665.940304556544	-2.25200384401464	0.126305809867378	3.17089921159251e-72	2.73374451299432e-70
DTX3L	692.119490365492	2.16617824250079	0.121494701806647	3.84747199780048e-72	3.29985512847624e-70
ASPM	1334.22747016085	-1.75272357460482	0.098326974653561	4.48055402744205e-72	3.82302117609527e-70
SAT1	3750.25720245363	-1.27740182931696	0.0715896478786295	4.70780071518161e-72	3.99631924299494e-70
NME1	3295.64962146834	-1.25726657783378	0.070432258227264	5.63234670677797e-72	4.75674668557631e-70
FRAS1	2263.378882092	1.36870262503728	0.0767914484334145	5.84505719093441e-72	4.91133155743844e-70
CDCA4	829.720431534907	-2.04830394801905	0.115243361157745	1.01537600469255e-71	8.48864596246251e-70
S100A4	1817.40698328192	1.37706773950332	0.0774081783268529	1.1063384501235e-71	9.20262329894185e-70
IFITM3	3653.24977757584	1.22794151200877	0.069228765201269	3.71038117948271e-71	3.07089698319887e-69
SMC1A	2241.32748948678	-1.313868504941	0.074257561414612	6.23772931813728e-71	5.13697181110081e-69
TOP1	4451.10160606995	-1.0992755912381	0.0625947373589955	3.39427925549894e-70	2.78146061961752e-68
LMNB2	4968.5984169389	-1.07895554014735	0.0614388830105329	9.06567033169493e-70	7.3923172906673e-68
DTL	563.505361147308	-3.07901028718329	0.175809733293452	1.01383124981665e-69	8.22644543049753e-68
SLC38A1	5241.3825741852	-1.25487140964147	0.0715816827638329	1.16828601466494e-69	9.4334821467067e-68
CAV1	8303.34640136703	1.28901851765052	0.0735559353101977	1.28375255159501e-69	1.03155126148312e-67
WDHD1	750.155816055049	-2.23914784390995	0.128185125774437	2.20399015926178e-69	1.76244681672755e-67
MMS22L	717.738611658526	-2.18786177166042	0.125481121748458	3.96585815890976e-69	3.15609856271314e-67
PKMYT1	435.550452052379	-3.0173956271944	0.173288049594155	6.66477155393849e-69	5.2785628484375e-67
DDX21	5534.93009784449	-1.02356832762894	0.058675625823377	7.20239510552212e-69	5.67720219912894e-67
TGFA	1605.50736482367	-1.58658677928213	0.0912306168065828	1.03678776668497e-68	8.13362459807412e-67
POLE	1479.57246902238	-1.55599871065075	0.0894775985414713	1.06001719565578e-68	8.27663426400481e-67
MT-ATP6	97326.9871816664	0.89875367739268	0.0512520318772784	1.47426368946986e-67	1.14570360806547e-65
PMAIP1	1467.87502707058	-1.7018186447533	0.0989283780869706	2.30603763278935e-67	1.78373088483935e-65
GPAT3	958.374719941242	-2.05913290460792	0.119728232852787	2.37579510157927e-67	1.82914122402054e-65
CSE1L	3509.83094459145	-1.18099624138931	0.0685663893682802	2.56988725873098e-67	1.96941406452657e-65
CKS1B	1334.22524689696	-1.57337735700527	0.0915657272612898	3.67895201735711e-67	2.80634528771024e-65
HAS3	1009.51715763685	-1.88724888658351	0.109952547926641	4.62101401858563e-67	3.5087910573233e-65
MT-ATP8	45760.1988548305	0.880426795370083	0.0511981762211659	4.95263764081395e-67	3.74342515380792e-65
BOP1	1449.45851060996	-1.6271311002684	0.0947692417348819	6.51991556683831e-67	4.90564374444884e-65
PARP9	543.215502668262	2.29130640740265	0.133915748113628	1.08086246815912e-66	8.09570879431582e-65
MCM6	1733.2874997715	-1.51508451740089	0.0886446653338809	1.95180537012341e-66	1.45532586899337e-64
MARS1	2588.5323807533	-1.75791209225515	0.103040149230279	2.80463158060245e-66	2.08184154949382e-64
PRIM1	791.96219426891	-1.98102728682436	0.1162473373368	3.924007840112e-66	2.89973668648991e-64
TUBB4B	4978.30112854051	-1.20740705653198	0.0712075268089866	4.13824060495545e-66	3.04445763261456e-64
NDE1	838.394546308073	-2.1591990866212	0.127247389677944	1.14021558969106e-65	8.3513224142284e-64
MAN1A1	1841.94137070041	1.40007989442732	0.0823996632252253	1.23218719732379e-65	8.98519589308402e-64
RECQL4	1106.17790386511	-1.7628812794169	0.10399421368162	1.7916304316675e-65	1.30073940944702e-63
PLCD3	1703.74162820621	1.44663872199717	0.0856385677002855	6.05219540009841e-65	4.37475940863882e-63
SYNPO	584.042379018878	2.23810673952157	0.132793975289193	7.82764549141418e-65	5.63352242692952e-63
AXIN2	349.793174549927	2.70463535386294	0.160584535534119	9.77589752725683e-65	7.00521349647975e-63
PCNA	2352.24934241388	-1.48350093467383	0.0882355538903425	2.24755605219585e-64	1.60361186775853e-62
DNMBP	1536.75390625114	-1.49282394241406	0.0889112777417227	3.30161643860563e-64	2.34556467417335e-62
CDK2	1373.32060910975	-1.51365826704626	0.0901833010940168	3.43815144721675e-64	2.43212482503329e-62
KNSTRN	738.12769839513	-1.99431715008574	0.119039051703868	4.71925652432849e-64	3.32416396796636e-62
RANGAP1	1670.89239961	-1.44643215491536	0.0863144534329465	5.35151391638145e-64	3.75354279058738e-62
GINS2	437.478143179726	-2.74770539212256	0.164109990357846	5.81547985816823e-64	4.0617568815299e-62
FEN1	898.137772548178	-2.05555686490783	0.122852638771645	6.77682753352677e-64	4.71331202363314e-62
CITED2	817.086456553708	1.91753836920496	0.114815863809767	1.20896248076997e-63	8.37320332392689e-62
CIT	934.23879457124	-1.78211109515979	0.107166573186742	4.09573434666375e-63	2.82486211001355e-61
MT-ND1	29690.3257999148	0.919118828137881	0.0551043925542751	5.09464839776408e-63	3.49924128332734e-61
ETV1	300.14550603508	-3.31069000999143	0.199217982552164	5.3806491689336e-63	3.68040849972553e-61
CEBPG	1373.32759419565	-1.84571011040788	0.111446642889508	1.14870451260159e-62	7.82489950497704e-61
USP1	1153.18180968214	-1.65379401332109	0.100096432679595	2.78475710472766e-62	1.88918378502282e-60
LDLR	2107.99172942881	-1.51849060847847	0.0922627641258202	8.06015000190585e-62	5.44570052985909e-60
FOXM1	1026.07360717338	-1.76153162509067	0.107240650847325	1.14501410267824e-61	7.70464164294018e-60
SOX4	1790.96737523343	1.59568634152422	0.0971218107166005	1.31275125188075e-61	8.79755930055957e-60
KMT5A	852.127146051716	-1.81811389763974	0.110714572691357	1.41015146490087e-61	9.41219241875163e-60
WNT16	2067.05881778306	-1.38830530262071	0.0847873437480187	2.74629318610545e-61	1.8256783578154e-59
SAMD5	463.720032747068	2.34272258406923	0.143188761444299	3.14050603412432e-61	2.0793918553144e-59
ARHGAP19	1065.30756659661	-1.73861228194286	0.106360771533471	5.60545233920624e-61	3.69669532154904e-59
HELLS	911.491810750965	-1.95538917649604	0.120191254143781	1.48604458552122e-60	9.76130794608441e-59
SMURF2	3112.82911369798	-1.20365463039644	0.0739044449762333	1.81587424659731e-60	1.18806981833697e-58
ADAM19	1040.77621106289	-1.69371171628883	0.104184804276297	2.0044156543636e-60	1.30626347742838e-58
MEF2C	610.575049412345	2.00896555503274	0.123772142045645	2.80602351671093e-60	1.82149440282808e-58
KRT8	20660.1241067912	0.871180816993763	0.0535673989787615	4.72287349244308e-60	3.05381737970352e-58
PA2G4	4175.16301231326	-1.07144955864609	0.0661582694506414	8.95965302700205e-60	5.7707835235784e-58
TNS3	446.696801202055	2.23161701927239	0.138234063554732	1.03272015481308e-59	6.6258204351244e-58
NR1D1	1065.27140604518	-1.72416197297561	0.106795001991398	1.17461580448587e-59	7.50711019755002e-58
KLF6	1950.47761054118	-1.37380673732253	0.0850889292830291	1.55907884242126e-59	9.92378753056877e-58
CCNB2	1093.39929788073	-1.62577559540253	0.100584241199168	1.56473663111125e-59	9.92378753056877e-58
CDC45	366.370236805781	-3.118753474034	0.193401001389806	1.69615279559029e-59	1.07161897806893e-57
SH3RF2	798.8004331597	1.80128486446281	0.111757322470019	1.80196494553127e-59	1.13414166324636e-57
HSPB1	3489.19800242877	1.17353829394332	0.0727019929674665	2.03300819634444e-59	1.27471154068521e-57
NDRG1	5736.85795501127	-1.3474960187796	0.0835848553496544	2.31185257996131e-59	1.44407908513583e-57
