baseMean	log2FoldChange	lfcSE	pvalue	padj
chr7:121543795-121546314	496.179101511458	-2.06140329615146	0.22973716331208	1.61261364977697e-20	1.88978968390064e-17
chr4:11496836-11498999	868.847604916258	-1.93142303644897	0.215964173080806	2.23089722513766e-20	2.513792154033e-17
chr1:112250896-112252614	180.271777706873	-2.96667348378257	0.33632975550463	5.0309796598318e-20	5.45898559607749e-17
chr17:17027340-17029317	518.952545610764	-1.84646364461785	0.208613490593233	5.47416628115203e-20	5.72773748353254e-17
chr3:124878324-124880119	210.85450488494	-2.5029398283347	0.287255840400255	1.61603696110196e-19	1.63258740860014e-16
chrX:45667528-45670274	318.792847307145	-2.27998240019376	0.263382492087276	2.69006953781042e-19	2.62703224164106e-16
chr5:82364839-82366826	258.197209042077	-2.42579885272306	0.280169300695263	3.74698076587657e-19	3.54113856444793e-16
chr8:129709970-129711294	533.330814558253	-2.36680061425672	0.27526468465618	3.87295490814056e-19	3.54581124824356e-16
chr5:82356639-82358356	194.741308417038	-2.83129038510987	0.330801444953231	4.94958476062237e-19	4.39418135551374e-16
chr8:29674350-29676309	199.080931739635	-2.65716766180353	0.313319873183776	1.12509880359194e-18	9.69471166142153e-16
chr8:29667593-29670031	643.140045424217	-2.01000305823005	0.237064635105782	1.18420673269795e-18	9.91248704224341e-16
chr17:64706128-64707981	814.569752333353	-1.8081983945675	0.215016419962073	2.24984463560619e-18	1.83093606359318e-15
chr17:67420616-67423679	1369.34875049989	-1.70961555373038	0.204716568448621	4.33411586678953e-18	3.34148927761402e-15
chr5:73369757-73371841	324.510097548513	-2.47126036423406	0.296465627805672	4.26444969892258e-18	3.34148927761402e-15
chr22:30209590-30211871	732.248585988795	-1.6403192359693	0.196094372710097	4.71592519688237e-18	3.54262719212981e-15
chr9:96565758-96567930	196.143324989519	2.56949991857114	0.30639656131449	5.97779237017694e-18	4.37828457672685e-15
chr12:74337415-74339277	228.069551764946	-2.79309290733046	0.343234312818239	1.48441237342889e-17	1.06070315376454e-14
chr17:50660798-50662839	520.836378832643	-1.708334510633	0.208264361636468	1.74382831835521e-17	1.21640329149649e-14
chr5:142359822-142360611	128.959501085288	-3.11892121010583	0.383365247626816	2.91800515443793e-17	1.98811155836205e-14
chr12:65630490-65633351	832.141058526557	-1.80586667798065	0.223280550978171	3.67461272365355e-17	2.4467074764745e-14
chr6:85403042-85405489	391.42793302426	-1.88562590248238	0.234253882968868	5.15843009939829e-17	3.35836725826826e-14
chr17:72390599-72391782	218.054442094623	-2.52371908635277	0.3149634872907	5.49386648601537e-17	3.49899579219114e-14
chr8:66123115-66125479	491.553457347454	-1.88450678261648	0.236656303764088	1.04104887563601e-16	6.48927849138471e-14
chr18:63471716-63472980	133.862248783143	-2.92072121237546	0.367547732003845	1.14959808351547e-16	7.01661980265683e-14
chr3:111915888-111918498	1780.28340336765	-1.8818984829505	0.236822774392069	1.1957490319895e-16	7.14935905922377e-14
chr6:136609279-136611613	249.116442407737	-2.40434336343849	0.304251594639495	1.24045222054308e-16	7.26830574105012e-14
chr18:26480178-26481942	524.76884604052	-1.81829348078502	0.230079503254632	1.62746546795822e-16	9.34899133622979e-14
chr8:29665112-29666362	358.214343013722	-2.12289608589439	0.269795754424999	1.84466122642499e-16	1.03928922981871e-13
chr8:140645178-140646549	231.744901349963	-2.43643417154396	0.312458780328387	3.09851402202953e-16	1.71277670383772e-13
chr2:190946954-190949161	286.054091449714	1.99691596352625	0.255366003401963	3.2774025551486e-16	1.77811227144794e-13
chr8:89257757-89259782	416.844572838524	-1.8761266597285	0.240044144463026	3.48961950539773e-16	1.85882513908431e-13
chr9:38007865-38010008	292.251044342743	-1.96010821478392	0.250927997649445	3.60191099208237e-16	1.88437832741138e-13
chr12:82649961-82652347	876.942607134128	-1.577634699904	0.201731001948238	3.95819977962862e-16	2.03444524462771e-13
chr1:228529318-228530932	71.3275466805386	4.03454648522906	0.519797235113072	4.74710890934011e-16	2.35722118164301e-13
chr5:45383769-45386504	242.88256773534	-2.25312633091234	0.290265737766135	4.70958020059547e-16	2.35722118164301e-13
chr4:11504416-11506508	546.136866358455	-2.04309796642638	0.265781969176658	7.98290110515376e-16	3.89791756129483e-13
chr2:224084984-224087291	397.123240245408	-1.83845210337737	0.238584022085133	8.39483021890255e-16	4.03185804792112e-13
chr5:141520518-141522490	508.47840023689	-1.85538867369524	0.241870250046539	1.02235985163565e-15	4.83098009247899e-13
chr17:48471768-48473704	564.605333193212	-1.67779374569818	0.221456496495157	2.30492873836194e-15	1.0718650356792e-12
chr2:226610829-226613026	315.585383261699	-2.23698551276458	0.298848315441043	3.91768419196328e-15	1.79338115268669e-12
chr1:188705905-188707683	225.927120182605	-2.02625930106744	0.270576312001569	4.67780317035847e-15	2.10839383818449e-12
chr2:190606426-190609208	803.03286216218	-1.52383622123691	0.203482306062665	5.02996653552671e-15	2.23277166047464e-12
chr7:84236334-84238324	276.475773989634	-2.16588008172484	0.291375731738114	6.38382963961923e-15	2.79144861122275e-12
chr8:19127186-19128911	322.403058322597	-1.98343659281664	0.267658344747629	8.55222210513346e-15	3.68462427961904e-12
chr11:65911736-65913090	483.584982869045	-1.68701963332499	0.227812771443474	8.76072894922734e-15	3.71975472500744e-12
chr2:232385292-232386515	79.0409758044641	3.71835647629968	0.492508570313318	1.02635391225058e-14	4.2955843667436e-12
chr17:17010957-17011883	171.751370110476	-2.71859960392022	0.371919190729432	1.53029281119572e-14	6.31450542107057e-12
chr15:36372901-36374642	301.730986445277	-2.34104837771563	0.321394707630683	1.67638509219028e-14	6.8212575063748e-12
chr2:110149050-110150585	291.894834457674	-2.17743351608608	0.299939654047393	1.78511184918496e-14	7.16416737610573e-12
chr12:30794618-30796884	295.988916791188	-1.83230487800619	0.250894223052243	1.90746564972842e-14	7.55175961352616e-12
chr3:108470986-108473209	485.129985743432	-1.55419774400102	0.212593306676466	2.16116646650939e-14	8.4420925292434e-12
chr12:74400506-74403799	812.282774393208	-1.49939263590157	0.206397874218043	2.76676158598079e-14	1.06655018663788e-11
chr12:65493666-65495994	502.379942230943	-1.88135651197253	0.262559482495948	4.25718114963048e-14	1.60037330075109e-11
chr17:72393460-72394421	193.920761048406	-2.40568509191146	0.336611080627928	4.2608156964394e-14	1.60037330075109e-11
chr8:6598860-6600708	495.300948009516	-1.9617731434999	0.274486399297108	5.15942148958879e-14	1.91336166304409e-11
chr8:29554566-29557000	573.300308378055	-1.6896216798253	0.23648132263703	5.80429054843759e-14	2.1256037524697e-11
chr17:48236421-48237588	284.951445130097	-2.21051597477806	0.310211066894723	6.32443155677389e-14	2.28749223850376e-11
chr10:112380101-112380510	177.403895523668	-2.30194896588325	0.323533991729959	6.61823724816952e-14	2.36456703243442e-11
chr18:21390198-21391948	474.704922873555	-1.74790845700317	0.247018557593416	8.76572230840021e-14	3.09408875264097e-11
chr2:172440410-172442934	800.340785482699	-1.36685950017319	0.191676710970544	9.02945590478014e-14	3.14923773383743e-11
chr15:67041274-67042679	581.929452156108	-1.42914240173873	0.200985320428496	9.57127288186907e-14	3.29893625435433e-11
chr20:62739190-62740859	394.653420816546	-1.82991163751652	0.260473721382538	1.1680365344376e-13	3.97906585458354e-11
chr17:71899355-71901881	244.418532775762	-1.95804563490836	0.278680970848926	1.31819431721444e-13	4.43898148407258e-11
chr10:99965979-99967531	261.908430821725	-2.25603563947215	0.322595781043193	1.40022765657127e-13	4.66164427892824e-11
chr5:143594731-143597208	586.056016229571	1.61923882946398	0.23078126681972	1.58670064708286e-13	5.22309762444792e-11
chr8:125685640-125687359	621.67593242613	-1.91814117639961	0.275133509553043	1.95701728749936e-13	6.37052616354098e-11
chr7:130838403-130840196	435.865439079773	-2.0391339172071	0.293969949981607	2.22069099425679e-13	7.1494048416199e-11
chr17:16860775-16861633	76.1319057898981	-3.08167495967068	0.442840167788013	2.37504214873591e-13	7.56321845994737e-11
chr5:115460087-115463138	512.685736053824	-1.81825029145281	0.263180028717482	2.90403202769548e-13	9.14832541025747e-11
chr16:11201324-11202657	153.603280952321	-2.3127007788523	0.334368514980053	3.37157330793096e-13	1.05081897023887e-10
chr5:113019859-113022145	357.915394819846	-1.80158722691203	0.261922766335194	3.56515381370559e-13	1.09945590821192e-10
chr22:37316459-37318679	204.420645520348	-2.04980000627828	0.2980155969714	3.92614396051211e-13	1.19816916261587e-10
chr6:95977559-95979243	75.0742948947622	-3.03132841073449	0.441896100635807	4.15592775545415e-13	1.25521871599526e-10
chr8:128126882-128128843	182.422923688694	-2.16364993490476	0.314355489404202	4.40928317233298e-13	1.3181507051004e-10
chr1:98322760-98325196	408.262155538805	-1.68759616690879	0.246990366181352	5.24897696047828e-13	1.55332604051649e-10
chr7:130852627-130854920	542.689681893565	-1.71440419844441	0.2514905372367	5.78194031919218e-13	1.69393505531373e-10
chr4:100347796-100349326	195.087849966798	-2.01098909994196	0.295829637144591	7.1583838175759e-13	2.07642743270813e-10
chr20:43954980-43956507	169.277621194834	-2.13427185734684	0.317265710397129	9.85541505543104e-13	2.83072642038199e-10
chr11:32118079-32119532	138.346767868845	-2.23355518939999	0.332624091230284	9.98825210581377e-13	2.84102739751482e-10
chr15:74525332-74526688	142.924133192199	-2.51679841335699	0.373353628015782	1.09912108685187e-12	3.0962452386057e-10
chr5:149061859-149063628	245.844294581651	-1.83207530264607	0.271224245781222	1.23704748988828e-12	3.45159812488162e-10
chr14:75821428-75823335	154.053501831497	2.16939206071665	0.322153609884944	1.25939623355681e-12	3.48080485419942e-10
chr18:58268455-58271081	225.081245656625	1.79260413440237	0.26789658716827	1.30177598722542e-12	3.56431131754608e-10
chr18:48002470-48004989	238.192651076082	2.22341718439266	0.330317503904991	1.39837742859801e-12	3.79335773385516e-10
chr22:37781662-37783474	149.828608857153	-2.23024751623968	0.334013686995426	1.43727052851778e-12	3.86309308935646e-10
chr2:85498362-85500115	251.462848097189	-1.76711115631219	0.264198831604478	1.7720657845028e-12	4.71965557168896e-10
chr3:45105150-45107051	213.176427599763	-1.94413846946291	0.292245065705774	1.8751182355134e-12	4.94912963476e-10
chr1:199854802-199856679	172.749656289317	-2.4807933480635	0.375763532792397	1.98818632958103e-12	5.20070490158352e-10
chr10:112388362-112390367	1048.02249894808	-1.4700626158757	0.22103186418492	2.11917223811135e-12	5.44608675964459e-10
chr12:65509557-65511594	217.161489873917	-2.11847878437649	0.320880037614292	2.10145313152044e-12	5.44608675964459e-10
chr1:12469161-12470926	126.083540493175	2.46989912465466	0.376613905994973	2.58974044721778e-12	6.59753268540342e-10
chr6:30768611-30770944	547.063202125543	-1.47519686269031	0.222639856374518	2.62129891913217e-12	6.62036158912199e-10
chr15:67149168-67151324	777.481800189794	-1.40978669111837	0.212756501581905	2.70852515640548e-12	6.78219329121466e-10
chr5:142471921-142473458	278.890436066539	-1.77964705706732	0.269643590947022	2.90599098484338e-12	7.21498456635226e-10
chr17:13346020-13348401	273.432253661975	-1.89986903133153	0.289109188939189	3.02829525287038e-12	7.45545932969273e-10
chr4:5757754-5759691	179.642763494157	-2.38837426733557	0.36010847107209	3.06154963300113e-12	7.47451829983617e-10
chr2:223696676-223700482	1137.33840211942	-1.65440463749421	0.251322640210641	3.08771237029546e-12	7.47609167872283e-10
chr9:115372615-115374244	199.837876179269	-1.81239463437746	0.276073242679835	3.49724812757624e-12	8.39826872078697e-10
chr14:68464285-68465851	183.637681021331	-2.0234767866357	0.309622978833848	3.65320301320484e-12	8.70145436405384e-10
chr2:84919335-84921103	841.392021213892	-1.29954857213743	0.197597211837173	4.18721895566422e-12	9.89298014065281e-10
chr9:39030165-39031357	88.8998885355583	-2.71106887747901	0.41588211632917	4.53550297619194e-12	1.06301304554796e-09
chr6:165573648-165575670	177.698957311266	-2.16565377886016	0.333587295431195	4.70293305387512e-12	1.09350658475698e-09
chr5:157603272-157604210	109.920621720042	-2.71516692175492	0.421063843166519	5.22415273865246e-12	1.20513388019135e-09
chr3:110813231-110816350	766.086370871992	-1.6066204123853	0.247329288289128	5.49796373022302e-12	1.25838940159644e-09
chr2:110100889-110102667	587.848290766719	-1.36214865304969	0.20867266026487	5.70214631302124e-12	1.29500605064018e-09
chr10:101367007-101368592	552.161390727113	-1.47243977996172	0.226412068721193	5.78825543636521e-12	1.30445015014763e-09
chr17:17020864-17021988	98.4134018558437	-2.83596698456926	0.442980639376317	6.35143640096515e-12	1.42044299419142e-09
chr12:38281980-38283709	80.8472337005036	-2.87988333776427	0.446195788699165	6.98605724877365e-12	1.55053423649486e-09
chr16:86663810-86665804	357.27792746363	-1.57405604422461	0.242942323066459	7.80644291758133e-12	1.71958915907053e-09
chr17:16864285-16865645	210.299939351598	-1.95349165708007	0.302403676448547	8.03682839093896e-12	1.75712657738312e-09
chr11:69947593-69950273	1303.7804932382	-1.16692554291048	0.179911753007486	9.8273031920259e-12	2.12223326456653e-09
chr5:93077618-93079977	264.385574142673	-1.79027319916952	0.279989857800201	9.85164774485608e-12	2.12223326456653e-09
chr16:3960276-3961895	199.113296706489	1.87109940025805	0.29230536648904	1.25849529078945e-11	2.67174902422163e-09
chr3:111901575-111904108	1754.27232273997	-1.38368268743741	0.216128698402467	1.25332580921415e-11	2.67174902422163e-09
chr2:226651356-226653718	912.773356130845	-1.66316478030247	0.261368138080757	1.28757933642295e-11	2.71382818843043e-09
chr5:132444882-132446873	199.704579691836	2.04873366897926	0.326517335171526	1.34676704139566e-11	2.81830242941205e-09
chr12:90090547-90092322	285.692947930835	-1.71022526502107	0.268772125659777	1.38837671058360e-11	2.88477109857928e-09
chr10:4685730-4687791	331.073928974506	-1.8651555696884	0.295181792672241	1.45838075890346e-11	3.00888599250667e-09
chr4:154707172-154709063	132.753482985534	-2.28539524574643	0.361331959470992	1.66993046759158e-11	3.42125544818395e-09
chr15:67039030-67040654	586.925617961053	-1.6310787346415	0.258175481657243	1.70581517749808e-11	3.47050467049731e-09
chr13:44305567-44308088	565.660255288172	-1.32676675498944	0.208804178985613	1.76989651425873e-11	3.57604539160263e-09
chr6:53982983-53984883	108.057188560731	-3.00050582500098	0.472972452742026	1.93309962904768e-11	3.87904245426095e-09
chr14:49907554-49908951	209.153619665373	-1.80436600104032	0.28673668952145	2.05758392840271e-11	4.10075077213703e-09
chr8:29655305-29656998	153.06128065231	-2.08224461743843	0.332128028573493	2.14457198070795e-11	4.24523819721627e-09
chr8:126505775-126507548	451.64020520283	-1.47655747597418	0.233600833954381	2.19548177357619e-11	4.31684761882293e-09
chr10:104093295-104095039	411.021917914382	-1.67253694259677	0.26645612087678	2.31925616555795e-11	4.52981652549008e-09
chr5:76789963-76791585	257.323975806021	-1.79336399969044	0.286962451594606	2.43810890968591e-11	4.73041567728928e-09
chr8:29969216-29970977	134.590128059646	-2.1580941997674	0.345235498035185	2.60737683580403e-11	5.02554731306254e-09
chr21:33379698-33380992	196.5480900087	-2.13765690259306	0.342784318771064	2.81593953104211e-11	5.39206408110723e-09
chrX:107135118-107136940	247.980841249623	-1.65566455127226	0.26513550627561	3.00256455789171e-11	5.71208661380217e-09
chr3:149575437-149576952	501.325961619845	-1.3751153301743	0.219945526136844	3.22538634726997e-11	6.09639637522376e-09
chr17:71423513-71425184	130.810442995414	-2.61326659166984	0.424345227361753	3.3536799749066e-11	6.2982539887717e-09
chr15:39127133-39129300	325.827818460427	1.49034485018513	0.238390811039977	3.44753033276745e-11	6.43326727127949e-09
chr17:40518022-40519829	379.804354762228	-1.39137172207722	0.222983997988636	3.80346805064821e-11	7.05254452404054e-09
chr2:226672729-226674800	257.001307363116	-2.03674822482392	0.330780939912413	3.88840802379832e-11	7.1646974763031e-09
chr12:117985631-117987739	525.717223571849	-1.2911498522416	0.207306970379906	4.44284177683076e-11	8.13512097098817e-09
chr11:69301692-69302919	452.710666828941	-1.46107991638346	0.236286470646129	4.48241264617409e-11	8.15659896242001e-09
chr10:74078794-74080778	137.34896999271	-2.33733193584907	0.380552271612212	4.97614499232422e-11	8.99914320000757e-09
chr8:121811091-121812746	306.383720902869	-1.65072772598445	0.267901498011018	5.23060467637142e-11	9.40128988979469e-09
chr5:123915767-123917893	119.39035298735	2.38760738247441	0.394273488872066	5.47680764935632e-11	9.78378254287756e-09
chr9:72553707-72555062	66.8628429548748	3.15044485953232	0.509983265536334	5.87001212020358e-11	1.04226512173094e-08
chr16:71337503-71338954	84.4935906032828	-2.65126235366198	0.432107584243777	5.94960039468689e-11	1.05003278772977e-08
chr7:151597468-151600438	338.13110925194	-1.49974871004692	0.244013586994671	6.00761160140733e-11	1.0539221382421e-08
chr16:15590373-15591928	206.757383570274	-1.74277227383208	0.285130001840708	6.1393218139017e-11	1.07061732846356e-08
chr4:11542588-11544673	704.06425599692	-1.35705596106664	0.220879545932913	6.60521545625627e-11	1.14504732083988e-08
chr9:107212544-107214136	390.712590171243	-1.85164733191873	0.305137397293714	7.07342164627847e-11	1.21900019982953e-08
chr14:102799558-102800711	77.2972672335204	2.88900237662657	0.467614019073035	8.17981890184299e-11	1.40142780331751e-08
chr8:18665622-18667538	125.484968303435	2.12863172384009	0.354852989227041	8.74621989768989e-11	1.48975583920128e-08
chr14:68694760-68696309	99.1136921052637	-2.63686903790141	0.436957728507052	9.88396848352532e-11	1.67381863966382e-08
chr6:129863293-129864782	82.8920236238321	-2.98912881745429	0.498500679376455	1.00827158708946e-10	1.69766279810115e-08
chr10:99932716-99933726	155.129756298335	-2.11957043732795	0.35423405570067	1.03330779939872e-10	1.7298753485134e-08
chr17:81396546-81399146	669.59939769108	1.34198413152261	0.21976540875242	1.11742381481293e-10	1.84955737302681e-08
chr8:19140275-19142258	720.672632371188	-1.24544776184384	0.204578922577879	1.115421068927e-10	1.84955737302681e-08
chr3:58997843-58999693	316.890905787571	-1.54122722809174	0.256273479360737	1.29864119703037e-10	2.13743208704487e-08
chr22:37431470-37433377	234.426028299075	-1.74226889117651	0.291845273573403	1.41741846888062e-10	2.31989435099416e-08
chr22:37329271-37329499	76.5581200416589	-2.91620660491371	0.491535002597931	1.58524777165576e-10	2.58016688701104e-08
chr14:68146499-68147965	224.033559016217	1.79357525990243	0.299280467660721	1.76704446786925e-10	2.86017136879367e-08
chr20:50266895-50268198	121.060100933072	-2.07509629872169	0.348215943621473	1.80842949298962e-10	2.911074662424e-08
chr20:58016398-58018108	87.8904386183305	-2.64397369013624	0.446384079792552	1.90540535451876e-10	3.05041861592001e-08
chr7:16128816-16130855	103.545663343991	2.18376915159319	0.36710310476567	1.95540875955799e-10	3.11345708852013e-08
chr10:127148045-127149642	96.7999998873784	-2.59154439880323	0.435346189617964	1.98123780806406e-10	3.13753103042447e-08
chr14:50675497-50678994	737.736688671728	-1.19528914021066	0.199276373637424	1.99604547056492e-10	3.14398624468496e-08
chr14:97106080-97108881	882.176482917264	-1.22060196674176	0.204242769833971	2.30753147461354e-10	3.61517377602957e-08
chr3:7875354-7878381	598.982901659091	-1.36926006521105	0.230865145441578	2.32792965587347e-10	3.62773165575133e-08
chr3:149579511-149580583	360.391170917934	-1.48148541461002	0.251006151786937	2.55840618816814e-10	3.96580032247418e-08
chr12:108837743-108839983	939.905234543106	-1.35662916791572	0.228423295544962	2.61895749955608e-10	4.03829462444707e-08
chr16:68921256-68924223	935.086434950603	-1.15936686089165	0.195074101369252	2.83381761407718e-10	4.34672013819996e-08
chr17:48481961-48485099	1193.48502377614	-1.17953258614368	0.198986880337728	3.03934229298772e-10	4.63768808112819e-08
chr11:47869118-47870706	154.423553232248	-2.00868481653175	0.341957099753305	3.10029909423995e-10	4.70618977015273e-08
chr3:32418733-32422594	1366.60136637549	-1.04919672554441	0.177162256719929	3.84887506669184e-10	5.81239653757066e-08
chr7:12801082-12802803	72.9471415543991	2.73721792737943	0.46730655528009	3.89346088846768e-10	5.84957557176604e-08
chr2:157031001-157033320	427.582184367053	-1.52535597834895	0.263657892800462	4.86651581087822e-10	7.27419967914791e-08
chr5:93162021-93165067	608.690400123303	-1.4885290665372	0.257053291938052	4.96915175220837e-10	7.3899106032715e-08
chr1:20494350-20496955	429.496392174034	-1.33820339623625	0.229772999652637	5.05217688587591e-10	7.47543566795488e-08
chr19:16338200-16340012	113.033773457157	-2.15332538608396	0.373521763936034	5.44146934745029e-10	8.01099133026388e-08
chr17:65515274-65516784	69.7135644142191	2.83315347024212	0.510265671707291	5.80486568869836e-10	8.50325750408979e-08
chr8:89099633-89102002	333.8789378398	1.680185772958	0.292055641699245	5.93813203991895e-10	8.65519673500027e-08
chr4:112082628-112084901	487.204699606356	-1.47849471480296	0.257218944910895	6.20924611883711e-10	9.00555859126588e-08
chr2:234257549-234259560	192.512679025029	-1.80576221651437	0.314092107829753	7.03250309341086e-10	1.01493223215595e-07
chr17:74442597-74443624	166.625485512341	2.03925124158882	0.358384257559021	8.13758449946106e-10	1.16866084843486e-07
chr11:64854796-64855818	196.39371330474	-1.63937533006247	0.287701706928618	8.99368962306274e-10	1.27904805141215e-07
chr2:54043299-54045095	78.6459134559563	-2.43738577635498	0.428479413145836	9.03720335332341e-10	1.27904805141215e-07
chr6:138087410-138089591	299.50885739566	1.62727664387476	0.284997059860202	8.95136917830187e-10	1.27904805141215e-07
chr8:129707264-129709096	1020.78648043644	-1.38044687429612	0.24216215600517	9.32870275345024e-10	1.31395675272996e-07
chr7:106345829-106347479	97.8724555435099	-2.43340817675166	0.431497423940211	9.43471013932236e-10	1.32252967919487e-07
chr4:81163994-81165820	133.580985872985	-2.05628232948272	0.365323506583608	9.65515106531743e-10	1.34698552743145e-07
chr20:5060650-5062409	274.576853775265	-1.675549904453	0.296841883333838	9.72209333035242e-10	1.34989653222434e-07
chr20:58906843-58908482	122.400909035825	1.98360570089808	0.355463816342024	1.09616295597043e-09	1.5148248170314e-07
chr11:102551408-102553616	308.424608728535	1.70474568857847	0.303198441568334	1.14293403236634e-09	1.57204405381393e-07
chr1:41954334-41956379	281.481413527103	-1.43898556162588	0.254107043643479	1.16277954347271e-09	1.58446289698233e-07
chr4:15920683-15921914	122.966407292035	-2.41174912591745	0.431479350791166	1.15740719409129e-09	1.58446289698233e-07
chr16:22024809-22027553	618.663305793326	-1.54000560929969	0.273959387774071	1.27378735298945e-09	1.72769204076537e-07
chr5:61449476-61451570	345.545451812426	1.30632014694353	0.229878202821375	1.29720917078999e-09	1.75135193901541e-07
chr11:12166554-12168611	601.446637759898	-1.21653135140983	0.215054756912558	1.46545280372625e-09	1.9694206784756e-07
chr10:124152163-124154216	811.605458148751	-1.06663323739407	0.18734805481705	1.53123575027618e-09	2.03911880799278e-07
chr12:50396021-50397353	167.260670154745	-2.01335256118226	0.360569731004072	1.52588508692461e-09	2.03911880799278e-07
chr15:34238783-34240658	319.35378252903	-1.708983369611	0.307130643611864	1.59911613179833e-09	2.11987806847492e-07
chr17:57106749-57108784	400.955055155684	-1.4803547715759	0.266607138951889	1.61331850592572e-09	2.12907172378856e-07
chr3:149339608-149341221	289.827277831303	-1.66732116541349	0.300419558826834	1.69676935866249e-09	2.22915927805987e-07
chr1:228553395-228554906	72.7840811365118	2.40882222527889	0.434126019776692	1.79741544206787e-09	2.350842866351e-07
chr6:130600943-130603493	174.616133505903	-1.85664587043401	0.335605133276464	1.90003275413967e-09	2.47401153769021e-07
chr12:65499135-65501393	774.748147259575	-1.5308814838918	0.275699368312876	1.92155908933035e-09	2.47999632775821e-07
chr7:157564146-157565965	268.838358359209	-1.49633081110717	0.267204638425711	1.91441796473976e-09	2.47999632775821e-07
chr8:95066238-95068465	269.893476064931	1.49825106578447	0.267148037006386	1.97634606941337e-09	2.53951801735103e-07
chr8:41072003-41073742	228.028903095744	-1.51238038724977	0.27206730805437	2.11344226955346e-09	2.70382175419684e-07
chr15:41939816-41941492	265.837591155462	-1.4660446984444	0.264280838834287	2.14670852459614e-09	2.73443998456927e-07
chr11:22792106-22793604	86.6776023073102	-2.75540663724937	0.498528953323737	2.2623590655861e-09	2.86927850841888e-07
chr10:114684295-114685562	77.9614050230108	2.77073462610424	0.489312630297239	2.29161955036398e-09	2.89386111926783e-07
chr5:175821350-175822908	111.568674203094	-2.3498975404088	0.432122951174373	2.36321048529653e-09	2.97145826556791e-07
chr7:74002107-74003817	138.821589587505	-1.90680704660477	0.347083122536392	2.42778259606301e-09	3.03960456054948e-07
chr2:10935663-10937423	115.843334585904	-2.0742990574144	0.377616272962735	2.67689084280871e-09	3.33722855411774e-07
chr1:94862539-94864868	276.723606266683	1.41295599130367	0.256486749458058	2.97355852400377e-09	3.69137051176858e-07
chr17:67637387-67638853	76.3498272077188	2.40904000075103	0.44987564350921	3.28513379824794e-09	4.0609521049481e-07
chr12:103560144-103561670	101.477600849258	-2.14507877838061	0.393168665714985	3.31506952489559e-09	4.08073915423808e-07
chr2:36560975-36563240	615.057443068528	-1.30144565570799	0.237761219699587	3.68758196523999e-09	4.51145423134306e-07
chr4:74394255-74396012	237.948445638738	-1.74159920776125	0.322240035446787	3.69576753770807e-09	4.51145423134306e-07
