Cobi_24_1_S54	Cobi_24_2_S55	TNF_24_1_S58	TNF_24_2_S59	UT_24_1_S52	UT_24_2_S53
NDUFB4P8	0	0	0	1.07144214969522	0	0
CCNL2	1888.72852181624	1771.6376476985	1228.41411351763	1230.01558785011	1235.63831113436	1154.87689536544
MRPL20-AS1	320.967325917174	322.785019491656	210.52512656686	204.645450591786	236.438122585094	253.855803464277
MRPL20	451.260992873651	447.903642682233	611.575492676727	602.150488128711	574.336282448083	511.886866853952
RN7SL657P	8.47438484269767	5.25708500800743	6.31575379700579	3.21432644908565	6.34125232986842	8.35051985079857
AL391244.2	30.7196450547791	43.1080970656609	32.6313946178632	16.0716322454282	19.9296501795865	21.7113516120763
ANKRD65	1.05929810533721	1.05141700160149	0	0	0	0.835051985079857
AL391244.1	0	0	0	0	0	0
TMEM88B	1.05929810533721	0	0	0	0	0
LINC01770	26.4824526334302	33.6453440512475	12.6315075940116	5.35721074847608	16.3060774196617	20.8762996269964
VWA1	498.929407613825	443.697974675827	196.840993340014	168.216417502149	247.308840864869	240.494971702999
ATAD3C	8.47438484269767	6.30850200960892	4.21050253133719	5.35721074847608	7.24714551984963	2.50515595523957
ATAD3B	266.943122544977	315.425100480446	539.996949643995	565.721455039074	510.017865959417	490.175515241876
AL645728.2	3.17789431601163	4.20566800640594	5.26312816417149	2.14288429939043	2.71767956994361	5.845363895559
ATAD3A	350.627672866616	390.075707594151	1225.25623661912	1085.37089764125	998.294295359286	976.175770558353
TMEM240	16.9487696853953	10.5141700160149	5.26312816417149	4.28576859878086	4.52946594990602	5.01031191047914
SSU72	972.435660699558	972.560726481375	754.732578742192	795.01007507385	878.716394281767	810.835477512541
AL645728.1	6.35578863202325	7.3599190112104	4.21050253133719	6.4286528981713	9.05893189981203	7.51546786571871
AL691432.3	0	0	0	0	0	0
FNDC10	68.8543768469186	94.6275301441337	41.0523996805376	33.2147066405517	65.2243096786466	66.8041588063886
AL691432.4	20.126664001407	16.8226720256238	7.36837942984008	12.8573057963426	21.7414365595489	20.0412476419166
AL691432.2	21.1859621067442	32.5939270496461	15.7893844925145	18.2145165448187	24.4591161294925	18.3711436717569
MIB2	715.026221102616	653.981374996124	425.260755665056	454.291471470772	502.770720439568	442.577552092324
MMP23B	1.05929810533721	1.05141700160149	1.0526256328343	0	1.81178637996241	1.67010397015971
CDK11B	450.201694768314	387.972873590948	703.153922733311	624.650773272311	605.136650907444	580.361129630501
FO704657.1	4.23719242134884	1.05141700160149	0	3.21432644908565	0	0.835051985079857
SLC35E2B	992.562324700965	1107.14210268636	548.417954706669	527.149537650046	542.630020798741	521.072438689831
AL691432.1	0	0	0	0	0	0
MMP23A	1.05929810533721	1.05141700160149	1.0526256328343	0	0	0
CDK11A	235.16417938486	326.990687498062	337.89282813981	310.718223411613	258.179559144643	288.092934852551
AL031282.2	331.560306970546	433.183804659812	384.208355984519	355.718793698812	308.003684593609	338.196053957342
AL031282.1	2.11859621067442	1.05141700160149	0	2.14288429939043	0	0
SLC35E2A	365.457846341337	360.63603154931	183.156860113168	182.145165448187	181.178637996241	168.680500986131
NADK	630.282372675639	673.958298026552	909.468546768833	893.58275284581	808.056725463233	799.144749721423
GNB1	4854.76321676043	4881.7291384357	6774.69857292154	6717.942278589	6020.56614061508	5973.12684927622
AL109917.1	1.05929810533721	1.05141700160149	1.0526256328343	1.07144214969522	0.905893189981203	0
CALML6	10.5929810533721	8.41133601281189	3.15787689850289	2.14288429939043	7.24714551984963	3.34020794031943
TMEM52	83.6845503216395	66.2392711008936	89.4731787909153	96.4297934725694	119.577901077519	106.051602105142
CFAP74	76.269463584279	60.9821860928862	24.2103895551889	34.2861487902469	47.1064458790226	36.7422873435137
AL391845.2	0	3.15425100480446	0	0	5.43535913988722	0.835051985079857
GABRD	132.412263167151	125.118623190577	153.683342393807	130.715942262816	196.578822225921	180.371228777249
AL391845.1	0	0	2.1052512656686	0	0	0.835051985079857
PRKCZ	665.239210151767	623.490281949681	333.682325608472	360.004562297593	408.557828681523	416.690940554849
AL590822.2	2.11859621067442	0	0	0	0	0
PRKCZ-AS1	9.53368294803488	6.30850200960892	5.26312816417149	3.21432644908565	6.34125232986842	5.01031191047914
FAAP20	372.872933078698	384.818622586144	313.682438584621	335.361392854603	405.840149111579	389.134225047213
AL590822.1	1.05929810533721	2.10283400320297	0	0	1.81178637996241	0
SKI	1150.39774239621	1167.07287177765	787.363973360055	747.866620487261	750.985454494418	807.495269572222
AL590822.3	4.23719242134884	7.3599190112104	2.1052512656686	3.21432644908565	2.71767956994361	2.50515595523957
MORN1	109.107704849733	146.146963222607	69.4732917670637	65.3579711314082	115.048435127613	99.371186224503
AL589739.1	0	0	0	0	0	0.835051985079857
AL513477.1	27.5417507387674	31.5425100480446	7.36837942984008	9.64297934725694	16.3060774196617	15.8659877165173
AL513477.2	3.17789431601163	2.10283400320297	4.21050253133719	0	2.71767956994361	5.01031191047914
RER1	1001.03670954366	1090.31943066074	1205.25634959527	1285.73057963426	1188.53186525534	1196.62949461944
PEX10	289.188382757058	298.602428454822	244.209146817557	219.645640687519	250.932413624793	227.134139941721
PLCH2	50.846309056186	59.9307690912847	18.9472613910174	20.3574008442091	24.4591161294925	17.536091686677
AL139246.1	0	0	0	0	0	0
AL139246.4	0	0	0	0	0	0
PANK4	174.784187380639	173.483805264245	286.314172130929	309.646781261917	274.485636564305	283.082622942072
HES5	0	0	0	0	0	0
AL139246.5	11.6522791587093	6.30850200960892	8.42100506267438	12.8573057963426	15.4001842296805	9.18557183587843
TNFRSF14-AS1	0	0	0	0	0.905893189981203	0
TNFRSF14	2.11859621067442	1.05141700160149	0	0	0	0
AL139246.2	0	0	0	0	0	0
AL139246.3	0	0	0	0	0	0
PRXL2B	407.829770554825	367.99595056052	315.787689850289	306.432454812832	269.050277424417	285.587778897311
MMEL1	44.4905204241628	26.2854250400372	10.526256328343	8.57153719756173	27.1767956994361	19.2061956568367
MMEL1-AS1	0	0	0	0	0	0
TTC34	1.05929810533721	3.15425100480446	0	0	6.34125232986842	4.17525992539928
AC242022.2	0	0	0	0	0	0
AC242022.1	0	0	0	0	0	0
AL592464.2	0	0	0	0	0	0
AL592464.3	0	0	0	0	0	0
AL592464.1	0	0	0	0	0	0
AL589702.1	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0
PRDM16-DT	11.6522791587093	8.41133601281189	6.31575379700579	3.21432644908565	11.7766114697556	7.51546786571871
PRDM16	87.9217427429883	72.5477731105025	163.156973089316	152.144785256721	149.472376346899	121.917589821659
MIR4251	0	0	0	0	0	0
AL008733.1	0	0	0	0	0	0
AL512383.1	0	0	0	0	0	0
AL590438.1	0	0	0	0	0	0
AL354743.2	0	0	0	0	0	0
AL354743.1	0	0	0	0	0	0
ARHGEF16	456.557483400337	453.16072769024	333.682325608472	341.790045752774	492.805895349775	430.051772316126
AL512413.1	0	1.05141700160149	0	1.07144214969522	0	0
MEGF6	1168.40581018694	1075.59959263832	245.261772450391	262.503326675328	314.344936923478	305.629026539228
MIR551A	0	0	0	0	0	0
AL513320.1	1.05929810533721	4.20566800640594	1.0526256328343	0	3.62357275992481	3.34020794031943
TPRG1L	994.680920911639	996.743317518209	342.103330671147	279.646401070451	352.392450902688	395.814640927852
WRAP73	356.983461498639	354.327529539701	470.523657876931	450.005702871991	462.005526890414	445.917760032644
TP73	225.630496436825	230.260323350725	207.367249668357	226.074293585691	296.227073123853	289.76303882271
AL136528.1	1.05929810533721	1.05141700160149	0	0	0	0
AL136528.2	0	0	0	0	0	0
TP73-AS1	1.05929810533721	0	1.0526256328343	2.14288429939043	0	0
AL136528.3	0	0	0	0	0	0
CCDC27	0	0	0	0	0	0
SMIM1	27.5417507387674	26.2854250400372	9.47363069550868	6.4286528981713	12.6825046597368	6.68041588063886
LRRC47	613.333602990244	623.490281949681	567.365216097686	508.935021105228	585.207000727857	549.464206182546
RN7SL574P	0	3.15425100480446	0	1.07144214969522	0.905893189981203	0.835051985079857
AL365330.1	5.29649052668604	3.15425100480446	0	0	0	1.67010397015971
CEP104	470.328358769721	418.463966637391	392.629361047193	378.219078842411	426.675692481147	386.629069091974
DFFB	127.115772640465	126.170040192178	126.315075940116	98.5726777719599	96.9305713279888	140.288733493416
C1orf174	190.673658960698	199.769230304282	359.99796642933	358.933120147897	304.380111833684	344.876469837981
LINC01134	1.05929810533721	4.20566800640594	2.1052512656686	2.14288429939043	4.52946594990602	4.17525992539928
LINC01346	0	0	0	0	0	0
LINC01345	0	0	0	0	0	0
LINC02780	0	0	0	0	0	0.835051985079857
AL805961.1	0	0	0	0	0	0
EEF1DP6	0	0	0	0	0	0
LINC01777	0	0	0	0	0	0
AL355602.1	0	0	0	0	0	0
Z98747.1	0	0	0	0	0	0
LINC01646	0	0	0	0	0	0
AJAP1	0	0	0	0	0	0
Z98886.1	0	0	0	0	0	0
BX005132.1	0	0	0	0	0	0
LINC02781	0	0	0	0	0	0
LINC02782	0	0	0	0	0	0
AL139823.1	1.05929810533721	0	0	0	0	0
Z98259.3	0	0	0	0	0	0
Z98259.2	0	0	0	0	0	0
Z98259.1	0	0	0	0	0	0
Z97988.2	0	0	0	0	0	0
AL365255.1	0	0	0	0	0	0
Z97988.1	0	0	0	0	0	0
MIR4689	0	0	0	0	0.905893189981203	0.835051985079857
NPHP4	249.994352859581	202.923481309087	216.840880363865	258.217558076547	239.155802155038	236.3197117776
KCNAB2	340.034691813244	333.299189507671	193.683116441511	210.002661340262	200.202394985846	202.082580389325
CHD5	268.002420650314	223.951821341117	336.840202506975	319.289760609174	300.756539073759	309.804286464627
AL031847.2	5036.96249087843	5208.71982593376	5170.49710848207	5073.27857880685	4604.65508467446	4889.22937264256
RPL22	6541.16580045726	6772.17690731517	6411.54272959371	6337.5803154472	5861.12893917839	6202.76614517318
AL031847.1	7.41508673736046	5.25708500800743	14.7367588596802	13.9287479460378	12.6825046597368	11.690727791118
RNF207	387.703106553418	333.299189507671	493.681421799286	436.076954925953	244.591161294925	206.257840314725
ICMT	978.791449331581	949.429552446142	1481.04426539786	1472.16151368123	1441.27606526009	1500.5884171885
LINC00337	6.35578863202325	11.5655870176163	22.1051382895203	33.2147066405517	20.8355433695677	27.5567155076353
HES3	0	0	0	0	0	0
GPR153	205.503832435419	176.63805626905	67.3680405013951	71.7866240295795	88.7775326181579	71.8144707168677
ACOT7	702.31464383857	720.220646097018	1305.25578471453	1366.0887408614	1591.65433479697	1528.98018468122
AL031848.2	2.11859621067442	1.05141700160149	2.1052512656686	1.07144214969522	2.71767956994361	2.50515595523957
HES2	286.010488441046	293.345343446815	169.472726886322	156.430553855502	142.225230827049	136.948525553097
ESPN	1037.05284512513	1029.33724456785	377.892602187513	437.148397075648	609.66611685735	542.783790301907
MIR4252	0	0	0	0	0	0
AL031848.1	0	2.10283400320297	0	0	0	0
TNFRSF25	203.385236224744	177.689473270651	109.473065814767	109.287099268912	103.271823657857	119.41243386642
PLEKHG5	705.492538154581	606.667609924057	414.734499336713	468.220219416809	414.899081011391	409.17547268913
NOL9	531.767648879279	510.988662778322	563.154713566349	514.292231853704	477.405711120094	511.051814868872
RNU6-731P	0	0	0	0	0	0
AL591866.1	0	0	1.0526256328343	0	0	0.835051985079857
TAS1R1	0	0	1.0526256328343	0	0.905893189981203	0.835051985079857
ZBTB48	169.487696853953	236.568825360334	178.946357581831	185.359491897272	231.002763445207	190.391852598207
KLHL21	495.751513297814	517.297164787931	637.891133497584	630.007984020787	372.322101082275	399.989900853252
PHF13	468.209762559046	447.903642682233	572.628344261858	588.221740182674	576.148068828045	573.680713749862
THAP3	166.309802537942	150.352631229013	193.683116441511	185.359491897272	174.837385666372	194.567112523607
DNAJC11	841.082695637744	816.951010244355	869.46877272113	845.367856109525	889.587112561542	860.103544632253
LINC01672	0	0	0	0	0	0
AL591163.1	0	0	0	0	0	0
CAMTA1-DT	3.17789431601163	4.20566800640594	4.21050253133719	4.28576859878086	2.71767956994361	2.50515595523957
CAMTA1	334.738201286558	321.733602490055	452.629022118748	454.291471470772	346.957091762801	420.031148495168
AL590128.1	0	0	0	0	0	0
AL512330.1	0	0	0	0	0	0
RNU1-8P	0	0	0	0	0	0
CAMTA1-IT1	0	1.05141700160149	0	1.07144214969522	0	0
CAMTA1-AS2	0	0	0	0	0	0
CAMTA1-AS1	0	0	0	0	0	0
AL359881.3	0	1.05141700160149	0	1.07144214969522	0.905893189981203	0
AL359881.2	0	1.05141700160149	2.1052512656686	0	0.905893189981203	0
AL359881.1	6.35578863202325	2.10283400320297	2.1052512656686	3.21432644908565	0.905893189981203	1.67010397015971
VAMP3	1389.79911420242	1446.74979420364	1435.78136318598	1413.23219544799	1250.13260217406	1422.92858257608
Z98884.2	6.35578863202325	4.20566800640594	1.0526256328343	2.14288429939043	5.43535913988722	5.01031191047914
PER3	193.851553276709	187.152226285065	90.5258044237496	82.5010455265316	117.766114697556	116.0722259261
Z98884.1	0	0	0	0	0	0.835051985079857
UTS2	28.6010488441046	18.9255060288267	42.1050253133719	31.0718223411613	19.0237569896053	24.2165075673159
TNFRSF9	1.05929810533721	4.20566800640594	716.838055960157	784.295653576898	10.8707182797744	5.845363895559
AL009183.1	0	0	0	0	0	0
PARK7	1808.22186581062	1880.98501586506	2592.61693367088	2536.10356832858	2316.36888678194	2286.37233514865
AL034417.1	0	0	0	0	0	0
AL034417.5	1.05929810533721	5.25708500800743	8.42100506267438	0	0	5.01031191047914
AL034417.4	0	1.05141700160149	1.0526256328343	1.07144214969522	0.905893189981203	2.50515595523957
ERRFI1	6782.68576847415	6669.13804115823	24581.9664035794	28021.426540979	20156.1234770818	20467.9592062924
AL034417.3	22.2452602120814	17.8740890272253	12.6315075940116	12.8573057963426	20.8355433695677	21.7113516120763
AL034417.2	0	0	0	0	0	0
AL358876.1	5.29649052668604	2.10283400320297	9.47363069550868	16.0716322454282	5.43535913988722	13.3608317612777
LINC01714	11.6522791587093	5.25708500800743	15.7893844925145	20.3574008442091	16.3060774196617	15.0309357314374
RNU1-7P	0	0	0	0	0	0
AL358876.2	0	0	0	0	0	0
RNU6-991P	0	0	0	0	0	0.835051985079857
SLC45A1	185.377168434012	154.558299235418	199.998870238517	213.216987789348	274.485636564305	216.278464135683
AL356072.1	0	0	4.21050253133719	0	0.905893189981203	0
RERE	759.516741526779	836.927933274783	595.786108184213	637.508079068654	700.25543585547	723.155019079156
RERE-AS1	0	0	0	0	0.905893189981203	0
AL096855.1	1.05929810533721	0	0	0	0	0
AL096855.2	0	0	0	0	0	0
RPL7P11	0	0	0	0	0	0
RPL7P7	1.05929810533721	1.05141700160149	0	1.07144214969522	0.905893189981203	0
AL357552.1	0	0	0	0	0	0
AL357552.2	0	0	0	0	0	0
AL357552.3	0	0	81.0521737282409	0	0	3.34020794031943
RPL23AP19	0	0	0	0	0	0
ENO1	20318.396958473	22085.0141186392	39018.7269579018	41143.3785482963	38918.9832279725	41603.9600006486
MIR6728	5.29649052668604	3.15425100480446	4.21050253133719	6.4286528981713	1.81178637996241	9.18557183587843
ENO1-AS1	3.17789431601163	6.30850200960892	6.31575379700579	5.35721074847608	2.71767956994361	3.34020794031943
RNU6-304P	0	0	0	0	0	0
HMGN2P17	0	0	0	0	0	0
AL139415.1	0	0	0	0	0	0
AL139415.2	0	0	0	0	0	0
CA6	0	0	0	0	0	0
RN7SL451P	0	0	0	0	0	0
SLC2A7	3.17789431601163	2.10283400320297	2.1052512656686	0	0.905893189981203	1.67010397015971
SLC2A5	5.29649052668604	5.25708500800743	0	0	0	0
AL158048.1	0	0	0	0	0	0
GPR157	145.123840431198	195.563562297876	158.946470557979	154.287669556111	105.989503227801	124.422745776899
MIR34AHG	60.3799920042209	42.0566800640594	35.7892715163661	30.000380191466	40.7651935491541	48.4330151346317
MIR34A	2.11859621067442	1.05141700160149	1.0526256328343	2.14288429939043	2.71767956994361	2.50515595523957
LNCTAM34A	24.3638564227558	16.8226720256238	2.1052512656686	4.28576859878086	9.96482508979324	5.845363895559
H6PD	1281.75070745802	1253.28906590897	732.627440452671	841.082087510745	1010.07090682904	856.763336691933
SPSB1	318.8487297065	302.808096461228	269.47216200558	280.717843220147	183.896317566184	197.072268478846
BX323043.1	3.17789431601163	0	0	0	0	0
LINC02606	11.6522791587093	13.6684210208193	6.31575379700579	2.14288429939043	2.71767956994361	3.34020794031943
RNA5SP40	0	0	0	0	0	0
AL928921.1	0	0	0	0	0	0
SLC25A33	252.112949070256	198.717813302681	386.313607250187	379.290520992106	303.474218643703	317.319754330346
AL954705.1	2.11859621067442	6.30850200960892	1.0526256328343	1.07144214969522	3.62357275992481	3.34020794031943
TMEM201	163.13190822193	135.632793206592	268.419536372746	236.788715082643	199.296501795865	258.031063389676
PIK3CD	345.33118233993	297.551011453221	248.419649348894	266.789095274109	187.519890326109	213.773308180443
PIK3CD-AS1	0	0	0	0	0	0
AL691449.1	0	0	0	0	0	0
PIK3CD-AS2	77.3287616896163	88.3190281345248	59.999661071555	34.2861487902469	59.7889505387594	54.2783790301907
CLSTN1	3854.7858053221	4074.24088120576	2630.51145645291	2556.46096917279	3155.22598070453	2995.33147048145
MZT1P1	0	0	0	0	0	0
AL357140.3	0	0	0	0	0.905893189981203	0
CTNNBIP1	455.498185295	417.41254963579	310.524561686118	348.218698650945	340.615839432932	349.05172976338
AL357140.1	0	0	0	0	0	0
AL357140.4	0	0	0	0	0	0
LZIC	470.328358769721	438.44088966782	526.312816417149	505.720694656142	449.323022230677	536.103374421268
AL357140.2	3.17789431601163	0	4.21050253133719	0	5.43535913988722	1.67010397015971
NMNAT1	272.239613071663	351.173278534896	234.735516122048	230.360062184471	221.943831545395	235.48465979252
RN7SKP269	1.05929810533721	1.05141700160149	6.31575379700579	1.07144214969522	0.905893189981203	2.50515595523957
TMEM274P	1.05929810533721	0	0	0	0.905893189981203	0.835051985079857
MIR5697	1.05929810533721	0	0	0	0.905893189981203	0
AL603962.1	48.7277128455116	79.9076921217129	44.2102765790405	35.3575909399421	38.0475139792105	36.7422873435137
RBP7	294.484873283744	281.779756429198	295.787802826438	272.146306022585	289.885820793985	268.051687210634
UBE4B	1242.55667756055	1345.8137620499	1233.6772416818	1123.94281503028	1227.48527242453	1288.48521297822
AL590639.1	0	0	0	0	0	0
PGAM1P11	0	0	0	0	1.81178637996241	0
RNU6-828P	0	0	0	0	0.905893189981203	0
KIF1B	1122.85599165744	1195.46113082089	2057.88311219105	2032.52575797182	1620.64291687637	1573.23793989045
AL358013.1	0	0	0	0	0	0
RNU6-37P	0	0	1.0526256328343	1.07144214969522	1.81178637996241	0
RN7SL731P	10.5929810533721	5.25708500800743	12.6315075940116	6.4286528981713	9.05893189981203	4.17525992539928
AL139424.3	0	0	0	0	0	0
AL139424.2	9.53368294803488	7.3599190112104	12.6315075940116	8.57153719756173	7.24714551984963	6.68041588063886
PGD	2159.90883678257	2373.04817261455	2536.82777513066	2484.67434514321	2404.24052621011	2420.81570474651
AL139424.1	0	2.10283400320297	0	0	0	0
