gene  baseMean	log2FoldChange	lfcSE	pvalue	padj
KLHL24	511.9606888041	1.12492641103296	0.121204440733315	1.37908529692909e-21	3.08664363730856e-19
FAM122B	615.180220116716	-1.00770196164101	0.108585817210864	1.63941688219438e-21	3.61454719160827e-19
PKP4	380.821504258005	-1.12467073829968	0.122169078420577	1.94801306183021e-21	4.22280253536267e-19
TTC3	1838.66893912968	0.863650761215713	0.0931212064288293	1.97247072122952e-21	4.22280253536267e-19
RRM2	1275.0965478072	-1.00717727474443	0.108819732405428	2.60555326904306e-21	5.49846184147202e-19
GABARAPL1	975.505180383683	0.925665629947501	0.100201800446621	3.00605541342986e-21	6.2542888122797e-19
PGM3	1282.06335328714	0.836154296048022	0.0909853219055743	4.39977586876413e-21	9.02687349074774e-19
PPP3CA	374.444005679855	-1.23741208635858	0.135640240691229	7.10725800964928e-21	1.42671278097179e-18
CBX5	846.096752900454	-0.980155815371868	0.107476283490057	7.14708541781157e-21	1.42671278097179e-18
PINK1	593.035275152635	0.937799381552902	0.10284121847351	7.52954356602166e-21	1.48301890076363e-18
MKNK2	2187.05455358625	0.788648736651196	0.0869815284401784	9.01595519454646e-21	1.75241697544527e-18
MVD	624.893224507046	0.948737293892124	0.104603862853666	1.08292695248143e-20	2.0508970438533e-18
CASC3	1068.41328097639	0.829253138418456	0.0912245261890865	1.08208761118524e-20	2.0508970438533e-18
SLC25A46	104.173828808768	2.41811969579033	0.26845978430255	1.59883165869877e-20	2.98961281801244e-18
SLC38A1	1064.24384869046	-0.808070060661583	0.0897263469050739	2.97459352878166e-20	5.49258695089534e-18
RBBP7	639.248840637539	-0.851184146009272	0.095860416269718	8.06241315468453e-20	1.47034527309876e-17
SEC24C	1123.09504441675	0.760605202083597	0.0856072309918224	8.41003077429431e-20	1.51503627558385e-17
RCBTB1	168.048676524075	1.87115282576898	0.212521767657856	9.43029833623173e-20	1.67836586774476e-17
CMTM4	815.603795535342	-0.844942307447322	0.0953118222286554	1.0313172250611e-19	1.81364500578602e-17
HNRNPD	1529.07746897769	-0.731628103666675	0.0828533688135328	1.17727846984094e-19	2.04597147723416e-17
ZNF805	288.919742312954	1.35736917629133	0.154767404248291	1.28694070891096e-19	2.2105451339573e-17
SEC31A	1592.67116344657	0.684411097646795	0.0774659118115294	1.52384287613906e-19	2.58738011107198e-17
RIOK3	828.330484435201	0.839358362012123	0.0952026751761426	1.65869596701458e-19	2.78434736644765e-17
GALNT5	515.447491604145	-0.983892771769575	0.112755160255308	1.71006593620917e-19	2.83832516962718e-17
ZNF770	383.885261674278	-1.15960480625619	0.131851365477208	2.28334599429467e-19	3.74773189196899e-17
MYO6	1094.27156583795	0.935425234983586	0.107294441189903	2.82203082757429e-19	4.58099333900302e-17
BHLHE40	1126.38628832933	0.731756512150725	0.08375408106496	3.39288979693054e-19	5.4478008782889e-17
RARS1	1306.00678789479	0.741420041898762	0.0852827066442211	3.89206900387573e-19	6.11634503460131e-17
POLE	352.112910843764	-1.16731840777994	0.134175833387949	3.87825670073537e-19	6.11634503460131e-17
MARVELD1	106.940585815661	-1.89421517331953	0.222333612893351	1.13318051992662e-18	1.76203606740589e-16
CCDC9	326.141503680013	1.23464811919883	0.144885967736437	1.19040045265557e-18	1.83172869652376e-16
IFRD1	399.98502141648	1.04023674206757	0.122278882365033	1.21029345546342e-18	1.84313968289749e-16
TMEM158	273.702535402786	1.30117905211144	0.152887142758479	1.30223434331445e-18	1.96291895096337e-16
COPA	2799.34154759331	0.667987771832101	0.0778440630753696	1.32788202486621e-18	1.98136093649734e-16
RAB5A	714.310466710463	0.865474409494269	0.101603731002452	1.80409333000942e-18	2.66500666708992e-16
PAICS	1846.08858540794	-0.614429695220713	0.0715999478672022	1.97132924137035e-18	2.88321540133889e-16
LAMB2	1020.43162047306	0.860136897395417	0.101274479276889	2.15516914857897e-18	3.12119202576554e-16
RBCK1	697.690573677142	0.956814312270491	0.113140177112963	2.81274127091884e-18	4.03396252951584e-16
PHGDH	524.910093417528	-1.02339621819485	0.121934003751666	3.92332070437252e-18	5.57262436971066e-16
SRPRA	1283.32750649991	0.680536389763963	0.0803780504204995	3.98161248246778e-18	5.60155996104896e-16
STMN1	1192.52323062037	-0.835007124106975	0.0990685003952282	4.26496411877472e-18	5.94358961910757e-16
COPE	932.247192283539	0.813247510413483	0.0966889972352358	4.90136977622246e-18	6.76663872283722e-16
LAMB3	1581.46896102796	0.842328905347617	0.100353248809756	5.50382536686894e-18	7.45894571737505e-16
EREG	3001.48853827896	-0.632841575054998	0.074882512402905	5.48608357223438e-18	7.45894571737505e-16
COPB1	2243.13465212237	0.667125024434304	0.0794471556480889	7.54168338281781e-18	1.01277951755441e-15
GDA	538.807554685605	-0.985618593766055	0.119209986561845	1.32607585181953e-17	1.76475607955658e-15
ZSWIM8	326.797140526602	1.10584206848029	0.133988432733532	1.33968695628793e-17	1.76695140341833e-15
ENO1	7564.38831358922	-0.67435783109292	0.0810916402592173	1.4079979330565e-17	1.82820403320415e-15
AKAP9	715.038217994921	1.18657843520295	0.144156229030535	1.41088044804545e-17	1.82820403320415e-15
GFPT1	1838.7578194635	0.725892985731967	0.0876261156324968	1.6185106341109e-17	2.07901209452924e-15
CDKN1C	154.523091511989	1.50498426521641	0.184348583847385	2.254845994868e-17	2.87142974449915e-15
UBXN7	1333.95157348211	0.754890896814836	0.0916979540210367	2.4202505610196e-17	3.05572147755397e-15
STAM2	390.951155443649	1.07887689194687	0.131878494793452	2.45058141808368e-17	3.06145014964377e-15
INSIG1	788.844718781648	0.879687089269812	0.107498981706926	2.46623725837807e-17	3.06145014964377e-15
ZNF664	777.898960874727	-0.837957917731752	0.101977818745608	2.54432331321331e-17	3.13206199856558e-15
RINT1	438.898530329577	0.945708003524904	0.115701922013576	2.89867407937297e-17	3.53877797524773e-15
WNT16	416.946290573539	-1.04265605722259	0.127405054874793	3.71786124808033e-17	4.50165953742972e-15
MMUT	305.18449289923	1.12997664980286	0.139254915189704	4.14791875860873e-17	4.94137547598131e-15
VSIR	390.105711304313	1.00755452089162	0.124008318520159	4.12249500602293e-17	4.94137547598131e-15
AP1G1	1238.44096594569	0.673703492422421	0.083373796969644	4.6196871390491e-17	5.45936147344267e-15
FAM83H	254.161685902325	-1.30405283373106	0.161719509613582	5.30981411141195e-17	6.22512492490296e-15
NASP	427.041141115508	-0.968373249461503	0.119684627347922	5.63164817171283e-17	6.55044935374346e-15
TK1	402.835552552032	-1.12458975737408	0.138410726766504	6.22282926872439e-17	7.18153390293724e-15
HLA-C	3150.70222497723	0.661489468152357	0.0822381068191104	8.57266010988087e-17	9.8166926467566e-15
TAF13	422.501286459206	1.26857443259215	0.158423946297357	8.82549454592668e-17	1.00284773409561e-14
LAPTM4A	1619.91318641441	0.933932770153891	0.116382877695815	1.04524772298563e-16	1.17865643999571e-14
ISG15	505.123191351806	0.962065456329078	0.120195544916263	1.1362457038438e-16	1.2715622376652e-14
STK39	1187.90299732493	-0.689879904653014	0.0859155484466759	1.47483608494293e-16	1.63806606366744e-14
TJP3	682.200141684218	0.841984823602002	0.10550971754057	1.58299194324422e-16	1.74507141683609e-14
HMGB2	1842.74855458451	-0.914304935498932	0.114488839872936	1.88960049430539e-16	2.06764285199106e-14
GDI1	1661.81713786477	0.581381331365851	0.072451145772812	2.29898691293836e-16	2.49710549102393e-14
KRT7	872.191114155622	-0.762039895597899	0.0954637259056878	2.33605218797734e-16	2.51884400881761e-14
MCM7	916.858902965203	-0.81530706799724	0.102665473876539	2.37450460607337e-16	2.54175232180549e-14
KITLG	2809.08609355748	-0.92704293101028	0.117161431562239	2.82510028317232e-16	3.00232959590083e-14
TIPARP	1097.2539226414	0.733320088814255	0.0926563538484585	3.57663272658606e-16	3.77385847408067e-14
ARHGAP1	451.698808722422	0.853134787475704	0.108314899381611	3.71380996610677e-16	3.89080856874675e-14
SRP54	706.094137801582	0.815464566793471	0.103375240808321	3.85119198157551e-16	4.00632450365024e-14
FOXM1	192.731647570383	-1.25223150467602	0.159811095485632	3.96572735156259e-16	4.09662408652325e-14
SEC13	1330.88421809026	0.74145805937283	0.0939591421825063	4.00212996234276e-16	4.10551831970328e-14
SNRPD1	437.958658256305	-0.878205492046859	0.111861007785451	4.51834413424974e-16	4.60310203800946e-14
P4HA1	695.591210691263	1.03495319227761	0.132310317008664	4.64594023813168e-16	4.70067323271789e-14
CAV1	1242.6487462566	-0.721457832363904	0.0921081498730143	5.88346094658257e-16	5.91227789815767e-14
LATS2	455.954975608126	0.958105568946674	0.122942188303184	6.41075641958138e-16	6.39862796149028e-14
DNHD1	164.647510755742	1.67845200340565	0.217980277830802	7.78218337423257e-16	7.71532971840023e-14
LMNB1	486.685097787385	-0.958195987067131	0.123495491744849	7.98094151949163e-16	7.85963120839536e-14
SYNJ1	138.407865709296	1.52908259301216	0.198138784623361	8.39144586935863e-16	8.20916810477919e-14
CLINT1	790.213267195553	0.731499655251872	0.0937471095741344	9.06944165833396e-16	8.81406527479666e-14
TSPAN5	274.905109307228	-1.12154519076125	0.145172851532663	9.5605630903484e-16	9.23062993272069e-14
ELP2	1166.39904962581	0.662878777266108	0.0851616268054202	1.03066522229469e-15	9.8863549764527e-14
SLC35E1	1030.05264210273	0.737890182337711	0.0953310661619628	1.2746252559861e-15	1.21475898589849e-13
CLTC	8123.33034783417	0.59901249290664	0.0774532214097653	1.43265644433457e-15	1.35661544844297e-13
NUCKS1	3043.55850595289	-0.590736879095553	0.0769132906059634	1.63340334722882e-15	1.53685568441172e-13
YME1L1	2641.45574721665	0.594169159115086	0.0766726313041945	1.65539929401838e-15	1.54769356779997e-13
KCMF1	1016.91375403847	0.798579064400583	0.103696179457833	1.70528128957098e-15	1.58430284336746e-13
ERBIN	1492.97539193893	0.584784845656089	0.0757242074055335	2.09101330561064e-15	1.93052803440503e-13
PRSS8	498.459541242062	0.965952826562084	0.126961133875921	2.21395340853273e-15	2.0313366304873e-13
CLDN4	3526.98014588814	0.576718382536925	0.0752784401285527	2.25959665788084e-15	2.0604173969269e-13
SUPT5H	1203.15168814794	0.671646083366364	0.0879754893897417	3.23655689633897e-15	2.93315450752879e-13
SUCO	601.125781660431	0.815716945116616	0.107377499386926	3.44384012340583e-15	3.10197599408238e-13
COG3	481.618246089676	1.03121766336362	0.136836802190842	4.23682750176331e-15	3.79311611248773e-13
P4HB	9550.51814170803	0.604752456736402	0.0798707746348361	4.36884513880084e-15	3.88774580664856e-13
BRWD3	398.99502410483	1.21884558015138	0.162105822365825	5.17295124395028e-15	4.57573866919961e-13
ARHGAP11A	718.459046236297	-0.733488072263989	0.096988469243478	5.72236146257754e-15	5.03159068602354e-13
DYNC1LI2	1351.78886100591	0.675249858240003	0.0894518258474445	7.09038398043882e-15	6.19758296799067e-13
ARCN1	2666.61948805723	0.606450518228081	0.0803244073644525	7.32094746189075e-15	6.36147270041472e-13
RC3H1	544.604151835546	1.0694458864866	0.143926726322015	8.44419333014536e-15	7.29459788730452e-13
SREBF2	2425.85617138075	0.572534186730731	0.0764540428350972	8.799484316601e-15	7.55732455376919e-13
NORAD	1658.23172801262	-0.837414271396306	0.11265390431675	8.96346972783707e-15	7.65366328437047e-13
HMGB1	2374.27730284726	-0.746965514996992	0.0998055890868576	9.23864769071245e-15	7.84329331535657e-13
CDK5RAP3	886.964377091143	0.991314709646765	0.133614657018032	1.05205991836457e-14	8.88058806518942e-13
SLC38A2	7405.9875671866	0.501812942849567	0.0663869268814086	1.13524234641754e-14	9.52829542118172e-13
OSBP	1246.16380365196	0.701143643739519	0.0942230387293703	1.21096417276968e-14	1.01064196385049e-12
LUC7L2	591.32807172938	0.784493272216959	0.105796519038983	1.41423650030297e-14	1.17365739227391e-12
HSPD1	5837.85156018861	-0.529125431851608	0.0705252026130921	1.43693001242288e-14	1.18582849963748e-12
MARF1	1064.54712517376	0.867352674984072	0.117585573506159	1.56625865920731e-14	1.28537627298947e-12
COPB2	2248.87939098066	0.55967014032205	0.0747720346643243	1.61779000879805e-14	1.32033116077154e-12
MROH6	225.6106993728	1.55566514832406	0.213625052582332	2.12980702644724e-14	1.72865436234498e-12
SBNO2	768.110055077712	0.784223946419437	0.106418035645005	2.14584993955763e-14	1.73215821350521e-12
CHD2	1722.89138556375	0.623098267724309	0.0843295904507619	2.33634307664127e-14	1.87567717000787e-12
MTAP	989.876099327605	-0.832020958463204	0.113770799374538	2.71456838360975e-14	2.16754617095585e-12
PPP1R15B	1160.41853567614	0.675665459823646	0.091999916958497	2.98580410045284e-14	2.37130635332739e-12
MT-TV	1375.64308919408	0.676344279515686	0.0920767255518548	3.25414971616106e-14	2.57060425706584e-12
ZNF629	65.7102026194864	-2.15461143466307	0.298669084528267	3.45881495379168e-14	2.71774545198993e-12
HDAC5	522.150052276324	0.774621218958874	0.106332449402838	3.8339984290247e-14	2.99660448643137e-12
HBP1	403.88065971174	0.847125545069075	0.116534777079748	4.10401017530473e-14	3.19075991103165e-12
SPINT1	1180.4762585501	0.714508842574739	0.0989677764168221	4.61115670449281e-14	3.56628308056376e-12
FAM126B	201.44700914008	1.25374030368508	0.174551942938336	5.18195995925479e-14	3.98687044365165e-12
EEF1AKMT2	219.633081883308	-1.11152809059387	0.154614399967967	5.55685195430073e-14	4.2531511434679e-12
RPS5	5392.30842511908	0.67879987232738	0.0932373061850339	5.65803130096917e-14	4.30827001948023e-12
FEN1	185.586943830499	-1.24192939391435	0.173354252730275	5.77639620598962e-14	4.37584229512198e-12
PNPO	234.926275607442	-1.07471987331673	0.148896578264881	5.86817012568651e-14	4.42268413758373e-12
POLR1A	406.115300712329	-0.977504710858776	0.135623742343459	6.30166711896719e-14	4.72529069448646e-12
ANXA1	1828.83135819708	-0.772429274462479	0.107326610100062	6.66792576167009e-14	4.97467673491871e-12
DHFR	62.9309445765227	-2.07480332536097	0.290965646952478	6.7118952320374e-14	4.98231740540987e-12
SSR2	1223.89432526809	0.686114876564712	0.094815109456128	6.75581698775946e-14	4.98984642715914e-12
ITPRIPL2	280.037014268497	-1.18171088416468	0.165678666223629	7.39026620903592e-14	5.43129415123774e-12
PDE4B	245.430735011449	-1.19999419494182	0.167993263941737	8.01089914326352e-14	5.8014674219002e-12
PPP1R11	302.483463802899	0.936549409400913	0.13121313734449	8.05104807398823e-14	5.8014674219002e-12
PNPLA6	959.622645785226	0.66825247142791	0.0927151804339703	7.99385436190243e-14	5.8014674219002e-12
ASF1B	133.515476789396	-1.42266156324459	0.199964120760387	8.01869075049308e-14	5.8014674219002e-12
PM20D2	244.348870258388	-1.10344038495614	0.154684780662084	8.15127125226605e-14	5.84517373487739e-12
WDR45B	1441.14091289056	0.66358235241609	0.0919246005965766	8.40126739561381e-14	5.9953392255076e-12
SEC23A	1733.61551102089	0.609945113809769	0.0844667603819544	9.28149832925372e-14	6.59164871729499e-12
OPTN	381.679262184961	1.02102224778565	0.143783986500704	1.08407756221493e-13	7.66219796604736e-12
DHX9	637.943005567596	-0.760667511743271	0.106556017865923	1.1145831646278e-13	7.84029643232473e-12
SEC23B	1158.36708901467	0.60944170529064	0.0846755608304315	1.16982059878107e-13	8.18985302615829e-12
COG5	624.315413404996	0.814481289722846	0.114358105046665	1.21023218790488e-13	8.43280654704284e-12
UBE4A	875.664242466439	0.689607755040005	0.0964540701263872	1.31144730102578e-13	9.09516409894498e-12
FKBP1A	989.666690591137	-0.627375623999509	0.0874856429364155	1.37630225553675e-13	9.50034435457422e-12
YIPF2	811.55240440559	0.777162170207791	0.109362352664462	1.45317147311892e-13	9.98430186088961e-12
DHCR24	470.454259352636	0.909504743031413	0.128903233550898	1.77985517680086e-13	1.21722317924547e-11
RSPH3	250.860210276706	-1.10904757378779	0.157678621685906	1.80380252774419e-13	1.22791571151323e-11
RBM3	1568.8128078005	-0.548625805910546	0.0770017326590395	2.06434574181908e-13	1.39883097697942e-11
WDHD1	210.762235382676	-1.15809853982432	0.165300431203811	2.11450156534065e-13	1.42627475448457e-11
ARNT	560.680221589932	0.745774062306166	0.105614463777952	2.16484212770715e-13	1.45359308684045e-11
RBMS2	920.25445750931	0.792830147011313	0.112653170954849	2.35023963526898e-13	1.57093845666033e-11
CRKL	1300.97612570493	0.650628317682985	0.0922119814200089	2.37847712338721e-13	1.58265153453495e-11
MSMO1	1031.52871775476	0.908809367568483	0.129652353428018	2.40441767150728e-13	1.59273801988814e-11
PEBP1	805.549087097417	-0.690951999309957	0.0982712776212295	2.52477208101193e-13	1.66499701699591e-11
TBC1D23	339.088481381414	0.974073371968372	0.13968284976282	2.92224718904948e-13	1.90790950906748e-11
SREBF1	1785.72038797508	0.609274363017186	0.0863102574505787	2.92583482615984e-13	1.90790950906748e-11
TIMP2	2608.23456997439	0.597180285126864	0.0849572911625461	2.93186744217654e-13	1.90790950906748e-11
MMADHC	1540.92657835496	0.88260581330862	0.126438676122248	2.95026203938165e-13	1.91145924762042e-11
FERMT1	84.0359645437072	-1.74383730763386	0.251540486046733	3.0398416832447e-13	1.96089700196029e-11
KRT15	557.741024583342	0.791069806038595	0.113912713127194	3.15568768176662e-13	2.02677471456768e-11
FAM136A	291.425843841572	-0.920470496863371	0.132234121814685	3.40408253360753e-13	2.1768444669459e-11
SAFB2	573.325242500558	0.937284263955657	0.1348316559975	3.51414255185228e-13	2.23753938689491e-11
KCNG1	118.829992543986	-1.50028595305862	0.217577864212002	3.61235721272257e-13	2.29020346550806e-11
DTL	149.264547173767	-1.35781675188076	0.197025710921615	3.69049286430979e-13	2.32974190562326e-11
CIR1	333.016385896739	0.944403545102705	0.136203182154265	3.83197151903357e-13	2.40876099060272e-11
VIRMA	1401.70448921999	0.564267928411442	0.0804130922949746	4.3763788218426e-13	2.73931643882453e-11
H1-2	216.331185863214	1.31057173933484	0.189916293487415	4.72252020538847e-13	2.94350499890289e-11
EIF4G2	3734.77240708628	-0.418421518784162	0.0591522251648884	4.99580555203517e-13	3.10075796700267e-11
CRY2	198.51435405262	1.16786198182124	0.170113818201303	5.04877420872978e-13	3.12052270340403e-11
PPIA	5228.36619840241	-0.511172158358065	0.0729243248589338	5.22111596609624e-13	3.21359687713224e-11
STX10	570.736470554909	0.772191382346855	0.111359156911158	5.47744529918021e-13	3.35737850454316e-11
SEC24A	584.648072490934	0.802871123528395	0.116145645054445	5.62733500118326e-13	3.4349996957636e-11
DHCR7	881.27226396202	0.769013676506042	0.111249804895974	6.06218715300327e-13	3.68521105449236e-11
UVSSA	445.468912708987	0.946039609024181	0.138196797166389	7.04792843976786e-13	4.26688520132175e-11
NUB1	625.988859116909	0.727493659846793	0.105509521081138	7.50791785885746e-13	4.52681480045071e-11
ALDH1B1	252.065299479504	-0.983649839188601	0.144097611705558	7.54401829439948e-13	4.53009098556378e-11
CKAP2L	193.294226537912	-1.11445478469695	0.163328918485566	7.63117181744927e-13	4.56387328288909e-11
TRIM65	291.120502141751	-0.914112304365706	0.132895623598489	7.77813933722018e-13	4.63301106005712e-11
SBNO1	1192.00225007447	0.684575278380745	0.0993054532088926	7.87898211238727e-13	4.67422987004758e-11
AURKA	321.630078066394	-0.924639604005208	0.134205400260532	9.2479000612576e-13	5.46439918819589e-11
PALD1	226.733189779376	-1.08949570032518	0.160447928663009	1.01618902146654e-12	5.98053554785006e-11
TRIOBP	579.661012313342	-0.736959565419269	0.107683475139804	1.0491770665807e-12	6.15017604267066e-11
PI4KB	476.182799662958	0.766543224620706	0.112235054964609	1.08202871093826e-12	6.31767909801579e-11
JPT2	462.513219082004	-0.767116625258703	0.112214199573563	1.11731714585782e-12	6.49803499157939e-11
LASP1	2410.50488627102	0.512449727773877	0.0743379836756768	1.25636416650889e-12	7.27804371281148e-11
GABARAP	858.976166305519	0.669992473648637	0.0975239274292754	1.28293952480289e-12	7.40296197671417e-11
ARFGAP1	723.865174233528	0.740541703742721	0.108629361967065	1.36897163935467e-12	7.86865722044639e-11
WIPF2	902.152399532361	0.695257530127698	0.102862748818693	1.45517410472944e-12	8.33171778103227e-11
GALNT3	314.723858176311	0.902268855532889	0.134126144558273	1.66858168844216e-12	9.51671378442765e-11
ANLN	1329.08236355997	-0.629253654700494	0.0925152677569114	1.70919807015306e-12	9.71087457396192e-11
KIF23	487.792883116661	-0.803843260117468	0.118897673385735	1.90113942505382e-12	1.07600121022586e-10
POLR2C	922.936366216887	0.623726348098257	0.0915308071003047	1.97835151239534e-12	1.11542780691237e-10
RNASEH1	442.060376592694	-0.83397168308573	0.12440921487004	2.17172095338087e-12	1.21979703130579e-10
BMP4	383.393746937931	-0.91386105745893	0.136648929024079	2.32032253384078e-12	1.29832592689e-10
TMED2	2910.89576863796	0.600256317301213	0.0891189412872588	2.40909519674813e-12	1.34291148099484e-10
PTPN14	1003.19764532595	0.640661208407134	0.0949215562761622	2.42740544147785e-12	1.34803132261319e-10
CASTOR2	249.41132445217	0.942545478822337	0.141239163722348	2.4734776516728e-12	1.36847235470077e-10
RAN	1954.93017141335	-0.538809932358012	0.0799685541357109	3.07119878278037e-12	1.69282643355342e-10
