gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RCBTB1	168.048676524075	1.95752055110379	0.212606310277504	9.20725517765084	3.3457062709007e-20	1.41207922953558e-17
AP1S3	585.1963444263	-1.04053642606971	0.113419297103411	-9.1742450592071	4.54749635986948e-20	1.86598933966644e-17
MROH6	225.6106993728	1.91850284704335	0.210161487238104	9.12870798668155	6.93216322332687e-20	2.76761932797256e-17
CDK5RAP3	886.964377091143	1.1939601001228	0.132304828310249	9.02431238052036	1.80827401221988e-19	7.0294272917137e-17
AKAP9	715.038217994921	1.26655169412113	0.143132528345	8.8488040333382	8.84621503852663e-19	3.35067406536193e-16
ENO1	7564.38831358922	-0.714494534194978	0.0808706723199874	-8.83502651453027	1.00074520387452e-18	3.6957520379086e-16
GALNT5	515.447491604145	-1.00027877212041	0.113393659150825	-8.82129370911236	1.13144810911393e-18	3.97946463519785e-16
KRT7	872.191114155622	-0.848049331615166	0.0961171830786275	-8.82307725270548	1.11356468345946e-18	3.97946463519785e-16
GRB7	420.094781415629	1.20513577061178	0.136670976391152	8.81778854906757	1.16742450112941e-18	4.01051040248457e-16
RUVBL1	338.653073661985	-1.1624778960967	0.132374382676904	-8.78174366209548	1.60959596540457e-18	5.40385263658098e-16
BRWD3	398.99502410483	1.40563111873297	0.160455309963711	8.7602655159924	1.94790999672716e-18	6.39433921592304e-16
ANXA1	1828.83135819708	-0.93713552755991	0.107330840292466	-8.73127914592216	2.5180833606336e-18	8.08633204419119e-16
DNHD1	164.647510755742	1.87806418335018	0.215624368804811	8.70988837560493	3.04174181505471e-18	9.56012980680601e-16
TMF1	1137.40763322931	0.799176665856728	0.0920162685139579	8.68516707711856	3.78186101610879e-18	1.16386772770748e-15
CAV1	1242.6487462566	-0.796404857014368	0.0925613618769616	-8.60407453893126	7.69349739552806e-18	2.31935394952532e-15
GOLGA2	1527.07477287625	0.717209057311429	0.0835012583006298	8.58920059299297	8.75765055881759e-18	2.58736028109707e-15
ITGB4	2899.14509104559	-0.769954725281556	0.0901580690624323	-8.54005341161845	1.34159808854333e-17	3.88589940469845e-15
RRM2	1275.0965478072	-0.923883023435865	0.108636924581728	-8.50431864665706	1.82665191038716e-17	5.18909654235368e-15
TTC3	1838.66893912968	0.787689197631667	0.0930924578836699	8.46136427739375	2.64267503492874e-17	7.3655840784844e-15
JUN	294.589240788966	-1.65596567575406	0.195782175633882	-8.45820448359286	2.71525692738928e-17	7.42773617248045e-15
PAICS	1846.08858540794	-0.597899137915343	0.0719788075592665	-8.30659965328045	9.84835225653896e-17	2.64508835515625e-14
TSPAN5	274.905109307228	-1.21616643502403	0.146997937185877	-8.27335715253069	1.30238816854253e-16	3.43551393316255e-14
PKP4	380.821504258005	-1.00939902786941	0.122276110408884	-8.2550796267075	1.5180100017581e-16	3.93404276245098e-14
PEBP1	805.549087097417	-0.818602533959288	0.0993779270541105	-8.23726715001376	1.76188775348503e-16	4.48734584387602e-14
RBBP4	901.186755481426	-0.753606363955474	0.0921925118901618	-8.17426869606635	2.97665785695417e-16	7.4527440445639e-14
MCM3	329.908888662749	-1.1581109880774	0.141738337688369	-8.1707673940953	3.06433954126858e-16	7.54440395060324e-14
MYC	1083.53318746535	-0.772874577971985	0.0950521029517183	-8.13106237496467	4.25544292903925e-16	1.03051480242242e-13
ATF3	795.469460714908	0.845910013789694	0.104637001269981	8.08423410001122	6.25560697522254e-16	1.49044881029012e-13
SENP7	176.80706261764	1.52651678139907	0.189248701614274	8.06619421099338	7.25234121264946e-16	1.70050133957552e-13
WNT16	416.946290573539	-1.02579093179138	0.127754473054076	-8.02939347068636	9.79557251326357e-16	2.26094058071765e-13
ANXA2	4763.34839507038	-0.60235861835289	0.0750762547058361	-8.02329072904679	1.02949303365988e-15	2.33964170664981e-13
CSAD	103.460512640275	1.97582950443525	0.246707772282491	8.00878499349766	1.15847236888812e-15	2.59287179291141e-13
LAMB2	1020.43162047306	0.809704739834407	0.101329723950435	7.99079192429724	1.34074683912674e-15	2.95604661307167e-13
TTLL3	266.596975195698	1.37319777110711	0.172807508735257	7.94640106299354	1.92008096004655e-15	4.17109352085407e-13
FKBP1A	989.666690591137	-0.701914400946905	0.0883911391914706	-7.94100412515825	2.00551005076504e-15	4.29353543042047e-13
RBM3	1568.8128078005	-0.616356555842914	0.0776732883452833	-7.93524477942798	2.10080575360738e-15	4.4333003703269e-13
NUCKS1	3043.55850595289	-0.60922911958066	0.0769715211800429	-7.91499388657816	2.47265242391207e-15	5.10439401700264e-13
UVSSA	445.468912708987	1.08519143190009	0.137135227540346	7.91329442743533	2.50665592999799e-15	5.10439401700264e-13
TK1	402.835552552032	-1.09847911466221	0.138828126259712	-7.9125112774859	2.52248011942318e-15	5.10439401700264e-13
TP53BP1	671.548175363026	1.01377329088611	0.128399841260129	7.89544037544628	2.89291948995787e-15	5.77489279806184e-13
NF1	419.162260216939	1.30970021713683	0.167016171325715	7.84175691935032	4.44285792221027e-15	8.75065296358536e-13
BCAM	550.792588091993	1.20735658728493	0.154053446650415	7.83725787080062	4.60491747439454e-15	8.95050538575738e-13
RC3H1	544.604151835546	1.11986974343037	0.142997829937003	7.83137579027403	4.825599421227e-15	9.25763047407342e-13
PTMA	12462.2764956569	-0.495927152722716	0.0634717302811119	-7.81335486721867	5.56855269187811e-15	1.0545982098003e-12
AL157392.3	113.648615807785	2.07302410500759	0.265471672276517	7.80883356491732	5.7719659785459e-15	1.07928457512759e-12
PHC3	717.980170882964	0.953729285216455	0.122401384009306	7.79181782081763	6.60519244942036e-15	1.21964878578547e-12
MT-TV	1375.64308919408	0.714847314407481	0.092031045313127	7.76745838293241	8.00766363325199e-15	1.46036058259751e-12
MCM5	240.148960630472	-1.25730443640864	0.161967092968928	-7.76271533532955	8.31300596361979e-15	1.49755761090965e-12
HS3ST1	393.124074939806	-0.967151528008409	0.124706323093579	-7.7554329565363	8.8042581557752e-15	1.56694580092905e-12
RBCK1	697.690573677142	0.880623728033697	0.113573362910746	7.75378755602892	8.91914933624711e-15	1.5684961189886e-12
MC1R	103.388337401679	2.13650608070564	0.275912115413242	7.74342974213266	9.67702713166365e-15	1.68175346810512e-12
ZNF805	288.919742312954	1.2011736316656	0.155543518667003	7.7224280507447	1.14134347896088e-14	1.96045649665233e-12
AFDN	698.63290398597	0.833979614146904	0.108016461946118	7.72085660945755	1.15550486630513e-14	1.96196757299533e-12
UBN2	377.699637484145	1.21001853228437	0.15680947596536	7.7164885912358	1.19578275181253e-14	2.00728441020167e-12
EREG	3001.48853827896	-0.578020283654341	0.0749232946220585	-7.71482736537541	1.21146098705726e-14	2.01075300009099e-12
GDA	538.807554685605	-0.919123421379812	0.11929270698843	-7.7047746218799	1.31074414182323e-14	2.15136805144587e-12
HSPD1	5837.85156018861	-0.543239527270877	0.0705622042991401	-7.69873238324412	1.37422635315998e-14	2.22517947723266e-12
RBMS2	920.25445750931	0.863216109007474	0.112140116030227	7.69765664211364	1.38584153740458e-14	2.22517947723266e-12
SERPINE1	394.853256199904	-1.08929629163916	0.141668787158191	-7.68903520309541	1.48248672571489e-14	2.35476278626456e-12
CCDC186	671.651142083428	0.924073537551715	0.120682321233854	7.65707460797902	1.90216140930228e-14	2.98922641895885e-12
UBXN7	1333.95157348211	0.702747361514881	0.0917994044329101	7.65524968115094	1.92937015472568e-14	3.00006904480081e-12
KMT2C	460.065265379849	1.00548846775779	0.131390037893956	7.65269942740499	1.96803555604786e-14	3.02831471186865e-12
DNAJB2	374.238532443711	0.988925519232417	0.129498473679517	7.63658050271549	2.23066803467708e-14	3.39705445445875e-12
INO80D	252.691194639392	1.28021586224493	0.168167667531991	7.61273484394013	2.68355975773216e-14	4.04505558583873e-12
RIT1	154.184615086727	1.40503560635816	0.184777719325925	7.60392330570902	2.87285545866825e-14	4.2866485692371e-12
CHD2	1722.89138556375	0.638938172756447	0.0843895802134804	7.571292227549	3.6952972993435e-14	5.45869317059022e-12
RAN	1954.93017141335	-0.608034870065685	0.0804194799390017	-7.56079087463486	4.00625910643779e-14	5.85945143765337e-12
ITGA6	1042.24276661579	-0.683574075990721	0.0905271430071277	-7.55103997854985	4.31796259399858e-14	6.25342582730853e-12
SEC31A	1592.67116344657	0.588260183607834	0.0779490387664623	7.54672787396749	4.46329813505984e-14	6.40114951952466e-12
SREBF1	1785.72038797508	0.647308110986988	0.0862407133763143	7.50582973684873	6.1040714171743e-14	8.67012913216335e-12
PGM3	1282.06335328714	0.685709612475724	0.0913775960487702	7.50413276477251	6.18366077047395e-14	8.69952732394677e-12
USO1	2047.97956616368	0.539350020396784	0.0720182824302354	7.4890708608506	6.93628865383925e-14	9.66630716929372e-12
TAGLN	88.2491312646858	1.98316242983572	0.265255989927272	7.47640960107804	7.63806409682064e-14	1.05448114802088e-11
COL7A1	111.910996238245	1.94176957482179	0.260198003985492	7.46266130054578	8.47921135176344e-14	1.15976768600231e-11
DYNC1LI2	1351.78886100591	0.665709550171888	0.0895032703657663	7.43782375159458	1.02357496696401e-13	1.38717884513691e-11
CDK2AP1	328.52781138125	-0.962517200411792	0.129478609559899	-7.4337931468635	1.05526950553914e-13	1.41713101234765e-11
SEC24C	1123.09504441675	0.640041973584263	0.0862555450843783	7.4202994480894	1.1685582915074e-13	1.55513000740065e-11
ASF1B	133.515476789396	-1.50102650243841	0.203035324670944	-7.39293275626345	1.43625121242313e-13	1.8943127598138e-11
OGA	1977.78481218977	0.653163433622973	0.0884669728687777	7.38313307715191	1.54607352348002e-13	2.0211148751192e-11
HLA-B	2540.71341149081	0.605487811180912	0.0821608820389796	7.36953883836898	1.71219280418779e-13	2.21864141258438e-11
STMN1	1192.52323062037	-0.725872849679479	0.0988376452544353	-7.34409290924407	2.07159190398892e-13	2.66100483528038e-11
APAF1	249.013747198486	1.0787195852849	0.147182797062928	7.32911458955144	2.31678232241191e-13	2.95030245402317e-11
NISCH	609.389638445908	0.889967687164113	0.121589621684714	7.31943791610629	2.49011749290017e-13	3.14393295770267e-11
FOSL1	815.06067766653	-0.854426670585215	0.11703706249854	-7.30047945791421	2.86744071096445e-13	3.58964696460736e-11
SPG7	864.1229238413	0.889311660957835	0.122033943584287	7.28741229560941	3.15964856630161e-13	3.9222124891939e-11
ASIC4	58.9993734568191	2.31939152309857	0.318500063779159	7.28223252321478	3.28340500273992e-13	4.04187155837284e-11
PGD	569.403150979385	-0.812512084756009	0.111609329515871	-7.27996564696206	3.33905192848287e-13	4.06321885627266e-11
HMGB1	2374.27730284726	-0.723924356694561	0.0994498265761896	-7.27929229861405	3.35575887127853e-13	4.06321885627266e-11
PSAT1	998.189636369229	-0.854856713542872	0.117512942735219	-7.27457498421292	3.47512805464992e-13	4.17354403441371e-11
NASP	427.041141115508	-0.870170456081444	0.119761182084731	-7.26588065459975	3.70615698684306e-13	4.41510895239078e-11
AC018521.1	825.878600675731	0.87119461569499	0.119954072347236	7.26273480047517	3.79341228284851e-13	4.48290289937906e-11
BTBD19	111.097108695976	2.11934707983292	0.291910942159688	7.26025226787678	3.86369059271817e-13	4.52971725679625e-11
F3	536.464514687457	-0.768240146037063	0.105860767852138	-7.25708080173867	3.95533450711501e-13	4.59054995706474e-11
CCNI	3504.38746254563	0.569898348923289	0.078538240656416	7.25631672113008	3.97773080493018e-13	4.59054995706474e-11
STX16	811.520112639404	0.89365123903941	0.123321122762071	7.24653829793273	4.2755832277649e-13	4.89603995663125e-11
LMNB1	486.685097787385	-0.892814842561682	0.123471826737755	-7.23091952351167	4.7973458804144e-13	5.45126102657551e-11
PPP3CA	374.444005679855	-0.969729481659222	0.134159666018116	-7.22817453591659	4.89529345477775e-13	5.52009732167762e-11
FOXM1	192.731647570383	-1.15040792838075	0.159863103027198	-7.19620667056003	6.19107673823563e-13	6.92837769524369e-11
DTL	149.264547173767	-1.43818697150876	0.20005278564262	-7.189037467731	6.52496682437554e-13	7.24712856614102e-11
GPR107	1471.73330379668	0.636067648363961	0.0885341151301642	7.18443559783486	6.74853832407843e-13	7.43950806890198e-11
ACBD3	1220.96711033304	0.623522204446851	0.0869098151074606	7.1743588877262	7.26468095036375e-13	7.89072551461569e-11
SSRP1	1471.41962981925	-0.680398375550346	0.0948258053055774	-7.17524489623635	7.21778662426307e-13	7.89072551461569e-11
MLXIPL	321.883547905407	1.23740305532826	0.172888658221065	7.15722516479969	8.23264172876282e-13	8.8638416657313e-11
CASTOR2	249.41132445217	1.00841312430001	0.140911646848074	7.15635042848694	8.28531867354358e-13	8.8638416657313e-11
TPX2	1394.33318091622	-0.67661875949583	0.0945600726963321	-7.15543823309767	8.34060378781919e-13	8.8638416657313e-11
GDI1	1661.81713786477	0.520436994460077	0.0729387199360942	7.13526361466258	9.66018405030992e-13	1.01928741993699e-10
CASC3	1068.41328097639	0.655552834482753	0.0919252788783022	7.13136628446485	9.93774681761037e-13	1.04113756021092e-10
HNRNPD	1529.07746897769	-0.589683966829417	0.0827106972773272	-7.12947643098957	1.00751428089163e-12	1.04809865896699e-10
STAM2	390.951155443649	0.944503937464348	0.132672643693803	7.1190556784576	1.08669008290986e-12	1.12255845487724e-10
ZSWIM8	326.797140526602	0.960384988199483	0.135054299694662	7.11110264812576	1.15119476563902e-12	1.18093396375136e-10
AL645922.1	49.31340791166	2.4353540173989	0.342843343197829	7.1034017889437	1.21722858073995e-12	1.24006210997866e-10
FAM126B	201.44700914008	1.23590501867448	0.174438037270339	7.08506606709358	1.38977983469712e-12	1.40615258343465e-10
PPIA	5228.36619840241	-0.515986979480343	0.0729754123261155	-7.07069632130996	1.54158168365094e-12	1.53866517776295e-10
SAFB2	573.325242500558	0.948345704864449	0.134117813502672	7.07098990131951	1.53832335716761e-12	1.53866517776295e-10
UPF2	766.132612969883	0.662926007477797	0.093809453529672	7.06672923180512	1.58628038360745e-12	1.57265327695633e-10
GABARAPL1	975.505180383683	0.711949387567679	0.100870381608334	7.05806180383137	1.68840967943715e-12	1.6627458523097e-10
RBBP7	639.248840637539	-0.673857218368526	0.0956333927271986	-7.04625444263757	1.83798033591627e-12	1.79805599484471e-10
IFRD1	399.98502141648	0.867928194238602	0.123660547339156	7.01863458406174	2.24046883599001e-12	2.17738195034502e-10
FEN1	185.586943830499	-1.21319249915096	0.173716204742827	-6.9837612498327	2.87380282936903e-12	2.77462845721825e-10
DHFR	62.9309445765227	-2.03824893134079	0.292332253912433	-6.97237100614749	3.11643371390822e-12	2.98934797544495e-10
STK39	1187.90299732493	-0.598489527222584	0.0859862719440655	-6.96029161040851	3.39569111206012e-12	3.23620316821626e-10
CENPF	881.184833251325	-0.80990971442125	0.116744757417533	-6.93743969611106	3.99269664526541e-12	3.78077659255517e-10
PIK3C2A	873.988936480413	0.994207007182841	0.143526480579716	6.92699356360689	4.29878133131859e-12	4.04468775963301e-10
SBNO1	1192.00225007447	0.683893971746061	0.0991745287449845	6.89586308501261	5.35387416392358e-12	5.00553349047336e-10
ZNF664	777.898960874727	-0.700113742731069	0.101716334458106	-6.88300209067627	5.8604167053551e-12	5.44465884097519e-10
SLC38A1	1064.24384869046	-0.614848726072293	0.0893667197122214	-6.88006372005405	5.98257944574272e-12	5.52341647328197e-10
ERRFI1	4576.44669009099	-0.518027036854334	0.0753843914390591	-6.87180763770056	6.33934028866974e-12	5.81644315181549e-10
LUC7L2	591.32807172938	0.73163057935156	0.106515729336356	6.86875622886843	6.47640650803816e-12	5.90552326769998e-10
AFF4	869.279694916829	0.810403450168774	0.118048528683374	6.86500254774383	6.64900664713962e-12	6.02571326328506e-10
ZMYM2	596.193446406309	1.41818738519995	0.206674703328432	6.86193018478062	6.79362664205047e-12	6.11923492416887e-10
MAD2L1	709.189230421591	-0.805044616915463	0.117562633013695	-6.84779335302639	7.49977921473401e-12	6.71434779151823e-10
GK5	318.202794930554	1.01675556668591	0.148540070703802	6.84499180502868	7.6480249414588e-12	6.80582074911021e-10
S100A10	447.779522383865	-0.980639644988683	0.143430118640163	-6.83705524534151	8.08375739636582e-12	7.15049486581533e-10
ZC3HAV1	700.288421457954	0.688258961531456	0.100956411486333	6.81738733972955	9.27110554105378e-12	8.15195065788372e-10
RSKR	150.604850980751	1.48011343065173	0.217361437372681	6.80945731930348	9.79675915582304e-12	8.56317906803657e-10
WSB1	577.178757522157	1.55412669450769	0.228416498058347	6.80391612566753	1.01812829320586e-11	8.84693596896289e-10
EDEM1	398.168705783188	1.12111581430343	0.16497007216262	6.79587394008223	1.07657885122971e-11	9.30013028676331e-10
ELP2	1166.39904962581	0.581718318837492	0.085699669844005	6.78787117729118	1.13800192137076e-11	9.77358394330751e-10
TMEM87A	860.81967272604	0.742555266175308	0.109591484661836	6.77566572317726	1.23834701524979e-11	1.0573908733682e-09
HMGB2	1842.74855458451	-0.769558658202624	0.113721183090848	-6.76706517894603	1.31420882166939e-11	1.11571797205174e-09
MTHFD2	2857.76741119425	-0.63076442748687	0.0933095067647769	-6.75991599738019	1.38071769506344e-11	1.16548353094155e-09
ANXA3	1479.95061974392	-0.661547935562424	0.0980124617213752	-6.74963085248322	1.48221781323898e-11	1.24405236006627e-09
KIAA1109	776.734209631721	0.688444160474612	0.10250742066587	6.71604217531375	1.86726768869873e-11	1.55837730494111e-09
TTC17	824.354019589364	0.668698336854514	0.0996175189357899	6.71265801435523	1.91110665717475e-11	1.58600379436997e-09
STAT2	475.578697350642	0.827426105597145	0.123303247976847	6.71049724296406	1.93962311503871e-11	1.60067668465652e-09
CPEB3	123.158269204018	1.5107433519322	0.225489231401221	6.69984700619285	2.08637861443532e-11	1.71222138291325e-09
ISG15	505.123191351806	0.809249897801119	0.120878200127742	6.69475469477471	2.1603371458159e-11	1.76312156452997e-09
TUBA1B	4270.64890457446	-0.610611264369205	0.0912653901614202	-6.69050187907183	2.22406503322217e-11	1.80515871817351e-09
RBM5	364.765445238167	0.937266854903467	0.140471729876171	6.67228100436786	2.51857722133115e-11	2.03302856357944e-09
MCM7	916.858902965203	-0.681694271752758	0.10231843455372	-6.66247753619461	2.6924948391189e-11	2.16160509584045e-09
FAM83H	254.161685902325	-1.06164213757046	0.159649826250518	-6.64981705588932	2.9345754581694e-11	2.34321884692315e-09
SNRPD1	437.958658256305	-0.741955510698601	0.111725373254712	-6.64088639030174	3.11802309362077e-11	2.47631382467559e-09
MARF1	1064.54712517376	0.772924674717306	0.117293882742081	6.58964181803835	4.40888918033126e-11	3.48278668298681e-09
DGKH	168.674490528731	1.50151198634239	0.228481381955662	6.57170388891364	4.97427117525635e-11	3.90850711706845e-09
EEF1AKMT2	219.633081883308	-1.01214180491797	0.154266374260151	-6.5610007998964	5.34478343362014e-11	4.17741486145168e-09
CALB2	78.2179976490788	-1.61144902896823	0.245784018241685	-6.55636212841007	5.51362470877556e-11	4.28669811568593e-09
SLC2A1	454.589869658206	-0.84328423127868	0.128771025003672	-6.54871102606065	5.80358062327417e-11	4.48850748518356e-09
PES1	438.193563893745	-0.736871753889303	0.112585862164277	-6.54497589416791	5.95049831196174e-11	4.57816463876556e-09
COL11A2	76.8633373446264	1.7619510779554	0.269303313893841	6.54262679682419	6.04475458737966e-11	4.62658625724209e-09
MUC20-OT1	203.28585473238	1.08954938315697	0.166639243017114	6.53837213509827	6.21920225678078e-11	4.73556988335905e-09
VSIR	390.105711304313	0.818598200857988	0.125465304317443	6.52449858796686	6.822939302826e-11	5.16863894263311e-09
PM20D2	244.348870258388	-1.00024157014419	0.153911589012234	-6.49880607797951	8.09599398784642e-11	6.10173587696261e-09
C1S	53.7290465326468	2.3765692984391	0.365749224694473	6.49781089877732	8.14971516645158e-11	6.11104530146309e-09
RARS1	1306.00678789479	0.557928300581465	0.0859088805738114	6.49441939942522	8.33542408812914e-11	6.19667319125417e-09
RRM1	715.777327671235	-0.705374301169712	0.1086190164887	-6.49402217007822	8.35744410011505e-11	6.19667319125417e-09
PTMAP5	1937.09207729114	-0.513770182606963	0.0791214043899453	-6.49344114362375	8.38975520072322e-11	6.19667319125417e-09
CDCP1	1562.46020742811	-0.605844205874318	0.0934465471667996	-6.48332361379712	8.97237600781264e-11	6.5940267854432e-09
NFE2L3	213.339912198849	-0.990727237829971	0.153247804532733	-6.46487067694568	1.01385478001206e-10	7.41418951006842e-09
GPCPD1	237.896429056475	0.939397798312225	0.145495944729368	6.45652220795273	1.07136466199094e-10	7.79615703789662e-09
TFDP1	557.965179931923	-0.74064661705629	0.115178937359643	-6.43039981124015	1.27268743820008e-10	9.21575433190761e-09
ASPM	207.051866064364	-1.10497027395758	0.171963573015172	-6.42560662460816	1.31344661234139e-10	9.46450407683269e-09
RO60	760.729399452583	0.722126407272855	0.112505312795652	6.41859828063841	1.37534805057507e-10	9.81480261019079e-09
SPINT1	1180.4762585501	0.636008061737386	0.0990830579081968	6.41893856694113	1.37227768147236e-10	9.81480261019079e-09
TUBB	4359.85037957035	-0.60922653258899	0.0950130000607587	-6.41203342910342	1.43591339283176e-10	1.01977464610148e-08
SCD	14151.6173327635	0.510303980403423	0.0797950210834546	6.3951857330762	1.60352320871595e-10	1.12994359580376e-08
BRSK1	217.510655228938	1.08794973289866	0.170127242484476	6.39491780981486	1.60633736202809e-10	1.12994359580376e-08
RINT1	438.898530329577	0.748990667786095	0.117203333148199	6.39052361112482	1.65318674329838e-10	1.15738742047411e-08
HMBOX1	149.365983480107	1.3056043644574	0.204347025374919	6.38915277607778	1.66807342106399e-10	1.16230097056402e-08
MARVELD1	106.940585815661	-1.35494954119412	0.212117464484144	-6.38773212045164	1.68363932600188e-10	1.16763944242722e-08
CDCA4	238.103676842575	-0.995268438687876	0.155852477177443	-6.38596483490431	1.70320140207423e-10	1.1756865005346e-08
NIBAN1	119.214574752234	-1.29952200021874	0.20386521118235	-6.37441764920038	1.83659468365101e-10	1.26186868218105e-08
TNXB	210.131829898975	1.10895615948995	0.174076688048208	6.37050355176127	1.88408579537947e-10	1.28490208643054e-08
SPTY2D1	894.844049706569	0.635091883036722	0.0997079741938671	6.36951947094905	1.89621347713145e-10	1.28490208643054e-08
AP2B1	1623.5875853515	-0.533649810611865	0.0837784830721802	-6.3697717008327	1.89309778018304e-10	1.28490208643054e-08
PRIM1	141.365333744902	-1.28613616846662	0.202278536181772	-6.35824340408943	2.0407392508121e-10	1.37652055767107e-08
PARP1	1314.93538759606	-0.56573475992911	0.088998945660711	-6.35664564034107	2.06206933198078e-10	1.37832073176561e-08
CDK4	427.064447476449	-0.749635723443216	0.11791695331429	-6.35731930289254	2.05304953982345e-10	1.37832073176561e-08
GOLGA3	1326.45132625785	0.609637211607747	0.0960281255833179	6.34852766212541	2.17385352837269e-10	1.4464938883388e-08
MPP5	373.794500804903	0.830990322051656	0.130970638857353	6.34485965176312	2.22628310070236e-10	1.47473784590024e-08
CDT1	315.584558170843	-0.921580197716226	0.146090076289286	-6.30830115997285	2.82114866665446e-10	1.86044679034909e-08
DUSP4	1447.36693926554	-0.554442882764905	0.0879317066522236	-6.30538066272008	2.87486440894935e-10	1.88744431328888e-08
TXNRD1	5686.23806183332	-0.486214363826329	0.0771573738957567	-6.30159295575856	2.94602011843534e-10	1.92560217652774e-08
MINDY2	353.990977792097	0.999019896122532	0.158634669673636	6.29761387077521	3.02262305444454e-10	1.96696862379977e-08
MYBL2	157.130183837939	-1.26124755412713	0.201211136083357	-6.26827907578944	3.6506008759362e-10	2.36520509383024e-08
TMC4	454.791045928663	0.731548457929646	0.116758042402223	6.26550807874557	3.716117339756e-10	2.39713909794217e-08
TRIP13	168.008263475123	-1.09329106815801	0.174635201977914	-6.26042777043472	3.83922866414241e-10	2.46578634029181e-08
