roadmap_category	roadmap_tissue	roadmap_tissue_file_size	overlaps	odds_ratio	fishers_two_tail	fishers_left_tail	fishers_right_tail	giggle_score
10_TssBiv	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells.10_TssBiv	1572	0	3.0635240137681432	1	0.72172424583673468	1.0000000000041244	-0
10_TssBiv	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells.10_TssBiv	489	0	10.678393966282167	1	0.91079136638171515	1.000000000003645	-0
10_TssBiv	CD4pp_CD25__CD45RApp_Naive_Primary_Cells.10_TssBiv	1752	0	2.7887975746363924	1	0.69889535773660117	0.99999999999424987	-0
10_TssBiv	CD4_Naive_Primary_Cells.10_TssBiv	829	0	5.898485502110745	1	0.84425965029839305	0.99999999999480546	-0
10_TssBiv	CD4_Memory_Primary_Cells.10_TssBiv	531	0	9.6561400303828631	1	0.90181172618666654	1.0000000000020435	-0
10_TssBiv	CD34_Primary_Cells.10_TssBiv	1963	0	2.7240710018178884	1	0.69295484682803599	0.99999999999877813	-0
10_TssBiv	CD34_Cultured_Cells.10_TssBiv	1243	0	4.5616791802698993	1	0.80332865728914842	1.0000000000031603	-0
10_TssBiv	CD19_Primary_Cells_Peripheral_UW.10_TssBiv	787	0	6.5747594999156149	1	0.85909616474294064	0.99999999999860254	-0
10_TssBiv	CD19_Primary_Cells_Cord_BI.10_TssBiv	1992	0	2.5296767586809592	1	0.67370012622403223	1.0000000000041306	-0
10_TssBiv	CD15_Primary_Cells.10_TssBiv	1929	0	2.543445132051469	1	0.67514678685271397	0.99999999999121783	-0
10_TssBiv	CD14_Primary_Cells.10_TssBiv	1216	0	3.9800660716574869	1	0.77803832046019395	0.99999999999866932	-0
10_TssBiv	Breast_vHMEC.10_TssBiv	1826	0	2.2612027319673498	1	0.64286392082705358	0.99999999999866804	-0
10_TssBiv	Breast_Myoepithelial_Cells.10_TssBiv	3113	0	1.2723518242012397	1	0.45602830530695677	0.99999999999629397	-0
10_TssBiv	Brain_Substantia_Nigra.10_TssBiv	2430	0	1.7187384602759961	1	0.55917256457865428	0.9999999999988315	-0
10_TssBiv	Brain_Mid_Frontal_Lobe.10_TssBiv	3863	1	1.808807614709034	1	0.69707995994307628	0.66917832306704041	-0
10_TssBiv	Brain_Hippocampus_Middle.10_TssBiv	5252	1	1.4523781197187975	1	0.60000439682523644	0.7477717831043748	-0
10_TssBiv	Brain_Germinal_Matrix.10_TssBiv	10599	2	1.0562040007548594	1	0.46033784603839483	0.77571302272178107	-0
10_TssBiv	Brain_Anterior_Caudate.10_TssBiv	3197	0	1.1811866111972158	1	0.4292258046944138	1.000000000000277	-0
10_TssBiv	Brain_Angular_Gyrus.10_TssBiv	2697	0	1.3462923184550839	1	0.47613626898405389	1.0000000000002755	-0
10_TssBiv	Aorta.10_TssBiv	917	0	4.8350202541943181	1	0.81338677277180744	1.0000000000013087	-0
10_TssBiv	Adult_Liver.10_TssBiv	484	0	10.321660031112401	1	0.90785712677879313	1.0000000000019519	-0
10_TssBiv	Adipose_Nuclei.10_TssBiv	2577	0	1.8566539814563128	1	0.58382557023808765	0.99999999999667206	-0
10_TssBiv	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.10_TssBiv	4947	1	1.5384768688947916	1	0.62702300275691666	0.7275769739386287	-0
10_TssBiv	A549_EtOH_0.02pct_Lung_Carcinoma.10_TssBiv	3262	0	1.1010896410423623	1	0.40362853993249714	1.0000000000010794	-0
10_TssBiv	4star.10_TssBiv	3612	0	1.1521186989579404	1	0.42015110599772337	1.0000000000036245	-0
10_TssBiv	HepG2_Hepatocellular_Carcinoma.10_TssBiv	13205	3	0.9607693120665286	0.80468874555467062	0.40290160464959889	0.78476166860888777	-0.0054488570209179769
10_TssBiv	Peripheral_Blood_Mononuclear_Primary_Cells.10_TssBiv	4416	0	0.97935203847955499	0.6319111782500847	0.36057017028856655	1	-0.0060003628562689553
10_TssBiv	Penis_Foreskin_Melanocyte_Primary_Cells_skin01.10_TssBiv	5096	0	0.97140060825107999	0.63198770600308058	0.35755751680913369	1	-0.0083426765705564528
10_TssBiv	H9_Cell_Line.10_TssBiv	5734	1	0.9524801406976916	0.72954265883432254	0.38019655292566787	0.8774536271951503	-0.0096191937402675905
10_TssBiv	Fetal_Adrenal_Gland.10_TssBiv	4498	0	0.96496322854354122	0.63205832406717706	0.35512912264739781	1	-0.010251866765470947
10_TssBiv	Penis_Foreskin_Melanocyte_Primary_Cells_skin03.10_TssBiv	4732	0	0.95209156150724938	0.63226542097065029	0.35019097878562562	1	-0.014101849819175942
10_TssBiv	Fetal_Muscle_Trunk.10_TssBiv	4713	0	0.94184108499794383	0.63248068452210177	0.34621823552938909	1	-0.017198357115676143
10_TssBiv	Skeletal_Muscle_Female.10_TssBiv	4605	0	0.93885824450039035	0.63255125692491594	0.34505719658614939	1	-0.018104416253801884
10_TssBiv	Brain_Inferior_Temporal_Lobe.10_TssBiv	4008	0	0.90218108998997792	0.6337798837600672	0.33047929798955734	1	-0.029414328256324946
10_TssBiv	Psoas_Muscle.10_TssBiv	4178	0	0.90190723438162679	0.63379439154905808	0.33036254054993984	1	-0.029499597327117927
10_TssBiv	NHEK_Epidermal_Keratinocytes.10_TssBiv	4583	0	0.89696285980816193	0.63402078189334681	0.32834139380295183	1	-0.031045973404930355
10_TssBiv	Fetal_Kidney.10_TssBiv	4073	0	0.87984373489422674	0.63488329133925137	0.32132452062090755	1	-0.036438644691488402
10_TssBiv	Fetal_Muscle_Leg.10_TssBiv	4697	0	0.8774969813568162	0.63502506608832231	0.32033258766122661	1	-0.037180613097113484
10_TssBiv	Colonic_Mucosa.10_TssBiv	5172	0	0.82636085557362327	0.63878598854413046	0.29855083283343728	1	-0.053557669485107754
10_TssBiv	Duodenum_Mucosa.10_TssBiv	4859	0	0.81141975308641978	0.64022078293776746	0.29199204414309976	1	-0.058387637805636309
10_TssBiv	Rectal_Mucosa.Donor_29.10_TssBiv	4849	0	0.7838036227489652	0.64333906121863725	0.27960978741484382	1	-0.067321079917113085
10_TssBiv	Brain_Cingulate_Gyrus.10_TssBiv	4545	0	0.76968848137200518	0.64517446718599118	0.2731652146400059	1	-0.071876070350803552
10_TssBiv	CD3_Primary_Cells_Cord_BI.10_TssBiv	5440	0	0.73186016373739038	0.65103554528277955	0.25544013024246967	1	-0.083945000954362706
10_TssBiv	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells.10_TssBiv	4428	0	0.71210990801731677	0.65464510444290157	0.24598618280353485	1	-0.090125481110342025
10_TssBiv	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02.10_TssBiv	10477	1	0.75456939577541782	0.53190918507079512	0.25838964290896123	0.92928412674378136	-0.11138523869432311
10_TssBiv	H1_BMP4_Derived_Mesendoderm_Cultured_Cells.10_TssBiv	4682	0	0.70570786318036682	0.41255076831309911	0.24287242580294825	1	-0.19335988475367517
10_TssBiv	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03.10_TssBiv	6682	0	0.65661565226575969	0.41438954374435936	0.21847591160071694	1	-0.23218655429348904
10_TssBiv	iPS_DF_6.9_Cell_Line.10_TssBiv	5142	0	0.65563353561292814	0.4144457064613618	0.21800540057678676	1	-0.23297691068066094
10_TssBiv	Penis_Foreskin_Fibroblast_Primary_Cells_skin01.10_TssBiv	7264	0	0.63613161234450999	0.41639529987069157	0.20803719513880244	1	-0.24831157279907847
10_TssBiv	Fetal_Intestine_Small.10_TssBiv	5517	0	0.63405372234463553	0.41662124467470587	0.20699609879750514	1	-0.24995272041414705
10_TssBiv	Fetal_Intestine_Large.10_TssBiv	5622	0	0.59882070032971091	0.42231308166576325	0.18869468009446759	1	-0.27695706919726854
10_TssBiv	ES_WA7_Cell_Line.10_TssBiv	7053	0	0.52460340653069459	0.27424526651669559	0.14906746656744127	1	-0.52292441844052455
10_TssBiv	Thymus.10_TssBiv	7211	0	0.51172917260661055	0.27555338738150357	0.14210527353107697	1	-0.54106779272532954
10_TssBiv	Fetal_Stomach.10_TssBiv	7197	0	0.51046166560901762	0.27571594927238627	0.14141954708945783	1	-0.54282217396609395
10_TssBiv	hESC_Derived_CD184pp_Endoderm_Cultured_Cells.10_TssBiv	6815	0	0.48257897770253233	0.28101526006863091	0.12633197501198991	1	-0.57947474162667814
10_TssBiv	Penis_Foreskin_Fibroblast_Primary_Cells_skin02.10_TssBiv	10063	0	0.47409736255738216	0.28339197877325995	0.12172355921120767	1	-0.58963881438125572
10_TssBiv	Fetal_Brain_Female.10_TssBiv	8275	0	0.41265332598250393	0.18641648650876323	0.08901507763510852	1	-0.9315899397774597
10_TssBiv	iPS_20b_Cell_Line.10_TssBiv	13020	1	0.44888450940245578	0.14458886288910496	0.063921968676283083	0.98829524324230877	-0.97053455693293841
10_TssBiv	iPS_15b_Cell_Line.10_TssBiv	13209	1	0.42880513800149261	0.10051857990218353	0.053923872569994402	0.99048978006066933	-1.2188617548720865
10_TssBiv	H1_Cell_Line.10_TssBiv	9131	0	0.37113035524442312	0.12306170756251593	0.067938657914520306	1	-1.3011261010181433
10_TssBiv	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells.10_TssBiv	9493	0	0.34022120310741422	0.129576625207283	0.05323745076256401	1	-1.3804248724243838
10_TssBiv	HUES48_Cell_Line.10_TssBiv	10273	0	0.28672717912820439	0.056148062967094192	0.030839610797956052	1	-2.2540106822948683
10_TssBiv	iPS_18_Cell_Line.10_TssBiv	11762	0	0.26207169604810093	0.037866994804119682	0.022247341941184153	1	-2.7467524927465986
10_TssBiv	ES_I3_Cell_Line.10_TssBiv	10664	0	0.24029697734900235	0.041147456698732398	0.015775631579598753	1	-2.8504483146951855
10_TssBiv	HUES64_Cell_Line.10_TssBiv	11522	0	0.23293166807716717	0.025900257286787602	0.013839914615769287	1	-3.3352686261711288
11_BivFlnk	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells.11_BivFlnk	1984	6	19.446612107541558	2.2912717532123495e-06	0.9999998830240947	2.2912717532123495e-06	24.147032737220566
11_BivFlnk	Duodenum_Mucosa.11_BivFlnk	6367	5	4.5699176646842838	0.01122975815687961	0.99762945616056484	0.01122975815687961	4.2739159502693557
11_BivFlnk	HSMM_Skeletal_Muscle_Myoblasts.11_BivFlnk	1245	1	9.2322498701592526	0.19495765710634652	0.9796635496122312	0.19495765710634652	2.2769358606145223
11_BivFlnk	CD3_Primary_Cells_Peripheral_UW.11_BivFlnk	9009	5	2.9377613037801824	0.057067389149236259	0.98170462617707425	0.057067389149236259	1.933464935789319
11_BivFlnk	Mobilized_CD34_Primary_Cells_Female.11_BivFlnk	8758	5	2.5923381523107363	0.08613139910326606	0.96901358964085873	0.08613139910326606	1.4633584801453087
11_BivFlnk	Rectal_Mucosa.Donor_29.11_BivFlnk	4681	2	3.2270611439842214	0.23883371602047709	0.93208216133818129	0.23883371602047709	1.0511557622328418
11_BivFlnk	HepG2_Hepatocellular_Carcinoma.11_BivFlnk	15835	6	2.1018662366249647	0.15688442783921877	0.94660730335605308	0.12178778741284098	0.8620736455720645
11_BivFlnk	Fetal_Adrenal_Gland.11_BivFlnk	11727	5	2.098110271956557	0.21918762957490202	0.92919904704834051	0.16268490429120756	0.70472731253532214
11_BivFlnk	Osteoblasts.11_BivFlnk	3372	1	3.0461767694487856	0.48162763006840539	0.85915116751507909	0.48162763006840539	0.50988268376780422
11_BivFlnk	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.11_BivFlnk	4485	1	2.129968582142495	0.60918481461082685	0.75825318156007842	0.60918481461082685	0.23480263594980539
11_BivFlnk	CD4pp_CD25pp_CD127__Treg_Primary_Cells.11_BivFlnk	6758	2	1.7721206498104531	0.68847730743256408	0.75906787910172956	0.50495662243747801	0.13381835396842836
11_BivFlnk	Stomach_Mucosa.11_BivFlnk	3767	0	1.5189216229277644	1	0.51796226477622392	0.99999999999753135	-0
11_BivFlnk	Spleen.11_BivFlnk	1692	0	3.3340315093139647	1	0.74105823267002511	0.999999999994055	-0
11_BivFlnk	Small_Intestine.11_BivFlnk	505	0	12.064193867957908	1	0.92061352200297405	1.0000000000015216	-0
11_BivFlnk	Skeletal_Muscle_Female.11_BivFlnk	8152	1	1.1265249629636145	1	0.47056038720384191	0.8305901579483356	-0
11_BivFlnk	Sigmoid_Colon.11_BivFlnk	1588	0	3.6859587734729979	1	0.76257150313833597	0.99999999999973766	-0
11_BivFlnk	Right_Ventricle.11_BivFlnk	2495	0	1.8449657559512103	1	0.58184451582549403	0.99999999999831062	-0
11_BivFlnk	Right_Atrium.11_BivFlnk	200	0	28.81744729040221	1	0.96606436301188664	1.000000000002897	-0
11_BivFlnk	Rectal_Smooth_Muscle.11_BivFlnk	2485	0	2.1943600274066744	1	0.63422206504450242	1.0000000000002022	-0
11_BivFlnk	Rectal_Mucosa.Donor_31.11_BivFlnk	3937	0	1.2924699855431829	1	0.46159944365303015	0.99999999999556169	-0
11_BivFlnk	Psoas_Muscle.11_BivFlnk	3207	0	1.5917499250594742	1	0.53380208863976222	0.99999999999638394	-0
11_BivFlnk	Placenta_Amnion.11_BivFlnk	2404	0	2.2204906657592081	1	0.63763320628419624	0.99999999999981241	-0
11_BivFlnk	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02.11_BivFlnk	8156	1	1.08276916391568	1	0.44935060603382929	0.8423044241422533	-0
11_BivFlnk	Pancreatic_Islets.11_BivFlnk	124	0	47.469698209718672	1	0.97932129427683239	1.0000000000008777	-0
11_BivFlnk	Pancreas.11_BivFlnk	163	0	30.369549622606204	1	0.96780662918920436	1.0000000000005974	-0
11_BivFlnk	Ovary.11_BivFlnk	965	0	5.3522673719771463	1	0.82977308890792617	1.0000000000043427	-0
11_BivFlnk	NHLF_Lung_Fibroblasts.11_BivFlnk	1720	0	3.2029235664151723	1	0.73202336118590851	1.0000000000025096	-0
11_BivFlnk	NHEK_Epidermal_Keratinocytes.11_BivFlnk	5059	1	1.8812390235679926	1	0.71264521611238824	0.65480821394132392	-0
11_BivFlnk	NHDF_Ad_Adult_Dermal_Fibroblasts.11_BivFlnk	1604	0	3.63122355809451	1	0.75946146335445719	1.000000000002639	-0
11_BivFlnk	NH_A_Astrocytes.11_BivFlnk	4029	0	1.2446694547923822	1	0.44810186531949733	0.99999999999963414	-0
11_BivFlnk	Neurosphere_Cultured_Cells_Cortex_Derived.11_BivFlnk	6233	1	1.2462345210213779	1	0.52367877743498763	0.79911740527120465	-0
11_BivFlnk	Muscle_Satellite_Cultured_Cells.11_BivFlnk	4101	0	1.2078435321301693	1	0.43727241568102204	0.99999999999511335	-0
11_BivFlnk	Lung.11_BivFlnk	1276	0	4.3412419613584436	1	0.79444314588898412	1.0000000000053793	-0
11_BivFlnk	Left_Ventricle.11_BivFlnk	2654	0	2.0244349078368762	1	0.61043876970572173	1.0000000000006664	-0
11_BivFlnk	K562_Leukemia.11_BivFlnk	1033	0	5.523038927117395	1	0.83456228010347985	0.99999999999781924	-0
11_BivFlnk	iPS_DF_6.9_Cell_Line.11_BivFlnk	3900	0	1.4689069167785034	1	0.50649108377947208	1.0000000000005936	-0
11_BivFlnk	HUVEC_Umbilical_Vein_Endothelial_Cells.11_BivFlnk	4017	0	1.16106994229293	1	0.42295290558170077	1.0000000000039239	-0
11_BivFlnk	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM.11_BivFlnk	823	0	7.2565040473766551	1	0.87143276911599785	1.0000000000145273	-0
11_BivFlnk	HMEC_Mammary_Epithelial.11_BivFlnk	3419	0	1.3037970565800694	1	0.46472714752409735	0.99999999999541244	-0
11_BivFlnk	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells.11_BivFlnk	1870	0	3.0131745678077428	1	0.71777522110590929	1.0000000000028498	-0
11_BivFlnk	hESC_Derived_CD184pp_Endoderm_Cultured_Cells.11_BivFlnk	4453	0	1.2221225324631326	1	0.44150660936339839	0.99999999999834384	-0
11_BivFlnk	HeLa_S3_Cervical_Carcinoma.11_BivFlnk	399	0	13.748292838874681	1	0.93002435012143148	1.0000000000005537	-0
11_BivFlnk	H9_Derived_Neuronal_Progenitor_Cultured_Cells.11_BivFlnk	4375	0	1.1668397607035821	1	0.42474465093511628	1.0000000000006767	-0
11_BivFlnk	H9_Cell_Line.11_BivFlnk	1944	0	3.134367747322468	1	0.72702931956962503	0.99999999999974349	-0
11_BivFlnk	H1_Derived_Neuronal_Progenitor_Cultured_Cells.11_BivFlnk	1757	0	3.3653353758776103	1	0.7431207371470784	1.0000000000013516	-0
11_BivFlnk	H1_Derived_Mesenchymal_Stem_Cells.11_BivFlnk	4981	0	1.0814612913393589	1	0.39698468303691863	0.99999999999922423	-0
11_BivFlnk	H1_BMP4_Derived_Mesendoderm_Cultured_Cells.11_BivFlnk	956	0	6.5882165868937195	1	0.85933122695223871	0.99999999999292546	-0
11_BivFlnk	GM12878_Lymphoblastoid.11_BivFlnk	2958	0	1.6898922961635101	1	0.55362315431189643	0.99999999999738089	-0
11_BivFlnk	Gastric.11_BivFlnk	320	0	13.352638414162902	1	0.92807196620683481	1.000000000002756	-0
11_BivFlnk	Fetal_Lung.11_BivFlnk	5269	0	1.0304461872200412	1	0.37924277479907241	0.99999999999762175	-0
11_BivFlnk	Fetal_Kidney.11_BivFlnk	2599	0	2.2765128860908912	1	0.64472002806831707	1.0000000000036941	-0
11_BivFlnk	Fetal_Heart.11_BivFlnk	1497	0	3.8885257069101518	1	0.77342160993115911	1.0000000000006813	-0
11_BivFlnk	Fetal_Brain_Male.11_BivFlnk	4382	0	1.2790154123727282	1	0.45785027444161743	0.99999999999529204	-0
11_BivFlnk	ES_WA7_Cell_Line.11_BivFlnk	1266	0	4.9968560568594489	1	0.81879088726976138	1.0000000000091632	-0
11_BivFlnk	Esophagus.11_BivFlnk	2867	0	1.8113271231723544	1	0.57600367656208077	0.99999999999999762	-0
11_BivFlnk	Dnd41_TCell_Leukemia.11_BivFlnk	2145	0	1.7170385395537529	1	0.55887393909090469	1.0000000000027476	-0
11_BivFlnk	Colon_Smooth_Muscle.11_BivFlnk	2845	0	1.8874082707726374	1	0.58895091771983384	1.0000000000004696	-0
11_BivFlnk	CD8_Naive_Primary_Cells.11_BivFlnk	2296	0	2.2765132325383828	1	0.64473757838190812	0.99999999999943745	-0
11_BivFlnk	CD8_Memory_Primary_Cells.11_BivFlnk	1953	0	2.7758385317546539	1	0.69771041855012042	1.0000000000027484	-0
11_BivFlnk	CD56_Primary_Cells.11_BivFlnk	4173	0	1.1311222682860775	1	0.41342736972432153	1.0000000000008432	-0
